N,Iteration,Molecule,LowestRMSD
4,76,mol8,1.8324610781391069
4,76,mol9,2.9932364165135468
4,76,mol10,0.7060482635955675
4,76,mol11,3.4356090058490985
4,76,mol12,3.570985865100841
4,76,mol13,1.2596284293393827
4,76,mol14,0.94421217081412
4,76,mol15,0.8856642183308406
4,76,mol16,3.3001269030144886
4,76,mol17,1.260757047174435
4,76,mol18,3.480571238317067
4,76,mol19,9.845188645416915
4,76,mol20,5.626249563358276
4,76,mol21,1.047454412509544
4,76,mol22,1.1594158759191342
4,76,mol23,1.3066917555621351
4,76,mol24,1.4460120520717807
4,76,mol25,1.5890632176694544
4,76,mol26,3.7346309595559877
4,76,mol27,4.031693011130684
4,76,mol28,1.8822944531090582
4,76,mol29,0.9278417151979849
4,76,mol30,0.9367880712908443
4,76,mol31,1.1201254362466864
4,76,mol32,6.858712554538897
4,76,mol33,3.363351061842936
4,76,mol34,0.8490878165924386
4,76,mol35,4.855097033082362
4,76,mol36,1.1267373254540867
4,76,mol37,2.6686381430110258
4,76,mol38,2.3760566502084917
4,76,mol39,1.7175300593751313
4,76,mol40,1.5335106793610163
4,76,mol41,0.9468960936160119
4,76,mol42,0.6029790731290589
4,76,mol43,1.8500315700759746
4,76,mol44,2.043621718981797
4,76,mol45,2.169028520789895
4,76,mol46,1.9156128616684203
4,76,mol47,0.781921049645543
4,76,mol48,1.5347125963297927
4,76,mol49,3.4761948971098144
4,76,mol50,1.8365249409241255
4,76,mol51,2.1086870639266104
4,76,mol52,1.0452088843862741
4,76,mol53,1.7088445158405086
4,76,mol54,1.0783424363345815
4,76,mol55,0.9031965526102603
4,76,mol56,1.3126921578382347
4,76,mol57,1.3182881192099096
4,76,mol58,1.15648260909659
4,76,mol59,1.1856202058416516
4,76,mol60,1.4838913581281052
4,76,mol61,1.4312800273982964
4,76,mol62,2.733720676641038
4,76,mol63,0.9048494346640025
4,76,mol64,0.9764985448302295
4,76,mol65,3.627603561419513
4,76,mol66,1.138380524077955
4,76,mol67,2.3926014946299063
4,76,mol68,2.266916160526706
4,76,mol69,4.242286626273556
4,76,mol70,0.7010036653664106
4,76,mol71,1.3643895981091951
4,76,mol72,1.9998699732732623
4,76,mol73,1.0656784442609792
4,76,mol74,0.6495002452112022
4,76,mol75,2.954205124654784
4,76,mol76,0.661977644500312
4,76,mol77,2.500949519076644
4,76,mol79,0.7461722482108271
4,76,mol80,1.2102902127766122
4,76,mol81,0.8753753997979543
4,76,mol82,0.5329932115228221
4,76,mol83,1.1494045536253705
4,76,mol84,1.9312087288239232
4,76,mol85,0.6696494730563937
4,76,mol86,0.8470199625746732
4,76,mol87,0.6696666700287305
4,76,mol88,2.3877999397981404
4,76,mol89,1.0096182025894738
4,76,mol90,0.7864395565944469
4,76,mol91,0.7650106271849316
4,76,mol92,1.5994250363918396
4,76,mol93,0.5352249381101369
4,76,mol94,1.60148878608139
4,76,mol95,1.9914711013308475
4,76,mol96,1.4908143086002603
4,77,mol0,1.7589905028238184
4,77,mol1,3.635411349260677
4,77,mol2,0.5641161343467345
4,77,mol3,2.0103709843613213
4,77,mol4,0.7864553029119083
4,77,mol5,2.267196366411822
4,77,mol6,3.053525802112481
4,77,mol7,1.1178063552756965
4,77,mol8,1.8528592521176277
4,77,mol9,0.7111466029287796
4,77,mol10,0.8539922919657074
4,77,mol11,3.4356090058490985
4,77,mol12,3.189744222830936
4,77,mol13,1.606021321546871
4,77,mol14,0.46788438367452123
4,77,mol15,0.8856642183308406
4,77,mol16,3.3032232052950947
4,77,mol17,1.2418680861623634
4,77,mol18,3.8728052294170436
4,77,mol19,3.357397660925757
4,77,mol20,3.7289968382206307
4,77,mol21,0.6542435614618501
4,77,mol22,1.1246751004919895
4,77,mol23,1.23807996216024
4,77,mol24,1.4460120520717807
4,77,mol25,2.431799266952353
4,77,mol26,3.998470832289097
4,77,mol27,3.8186768776632567
4,77,mol28,1.112914200853569
4,77,mol29,2.170406675174269
4,77,mol30,0.9367880712908443
4,77,mol31,1.5154914530099937
4,77,mol32,1.2408813232622418
4,77,mol33,2.362825303148754
4,77,mol34,0.8489848359742863
4,77,mol35,4.8928156496326665
4,77,mol36,1.1049375421262506
4,77,mol37,5.008291012411319
4,77,mol38,2.4968743811013003
4,77,mol39,1.711709091355354
4,77,mol40,2.131666088365088
4,77,mol41,0.9044011810672241
4,77,mol42,0.8198255716277315
4,77,mol43,1.4125986609594547
4,77,mol44,2.1420302713162793
4,77,mol45,2.1316890294519304
4,77,mol46,1.9156128616684203
4,77,mol47,0.6266116486164443
4,77,mol48,1.5348464700635915
4,77,mol49,3.510567785711725
4,77,mol50,3.117784662880185
4,77,mol51,2.154512720348352
4,77,mol52,1.1218231598607684
4,77,mol53,1.7351765006503201
4,77,mol54,1.0783424363345815
4,77,mol55,0.909581859815752
4,77,mol56,1.3126921578382347
4,77,mol57,2.4927549458881835
4,77,mol58,0.828432079809288
4,77,mol59,1.2086721043497834
4,77,mol60,3.310722090832644
4,77,mol61,1.2234124565249807
4,77,mol62,1.66561342769753
4,77,mol63,0.9048494346640025
4,77,mol64,0.9764985448302295
4,77,mol65,3.6314400423491047
4,77,mol66,1.138380524077955
4,77,mol67,2.3926014946299063
4,77,mol68,2.266916160526706
4,77,mol69,2.7665172882065896
4,77,mol70,0.9327801434421729
4,77,mol71,1.610023883939969
4,77,mol72,5.02997329725627
4,77,mol73,0.8419783639218412
4,77,mol74,0.6210307402167123
4,77,mol75,2.967548359315826
4,77,mol76,0.661977644500312
4,77,mol77,2.0279440402296687
4,77,mol79,0.8496433334052589
4,77,mol80,1.3469306225637607
4,77,mol81,0.8703132961345424
4,77,mol82,0.4898612756809469
4,77,mol83,1.06479771812599
4,77,mol84,0.7771165898922209
4,77,mol85,0.708664692345026
4,77,mol86,1.3263358368075562
4,77,mol87,0.6696666700287305
4,77,mol88,2.7389006588714873
4,77,mol89,1.0093784052574137
4,77,mol90,0.7387518446279348
4,77,mol91,0.682158042538531
4,77,mol92,1.68519260213671
4,77,mol93,0.8898108840506502
4,77,mol94,1.60148878608139
4,77,mol95,1.9914711013308475
4,77,mol96,1.6712050614071055
4,78,mol0,1.757405576341471
4,78,mol1,2.5272700432812214
4,78,mol2,0.7976211949328208
4,78,mol3,2.0103709843613213
4,78,mol4,0.7876727056997399
4,78,mol5,1.2305537893107703
4,78,mol6,4.508463153614544
4,78,mol7,2.3607375175656666
4,78,mol8,1.8324610781391069
4,78,mol9,0.7384642438389089
4,78,mol10,0.7160701288796264
4,78,mol11,3.436382837426171
4,78,mol12,3.2820550508916413
4,78,mol13,1.8259751399126296
4,78,mol14,0.46788438367452123
4,78,mol15,0.8856642183308406
4,78,mol16,3.2982063416347986
4,78,mol17,1.7207249470582366
4,78,mol18,3.466311798824028
4,78,mol19,9.842897735058537
4,78,mol20,4.361005245260453
4,78,mol21,0.6542435614618501
4,78,mol22,1.1674014797831973
4,78,mol23,1.2637750540730326
4,78,mol24,1.4473536729966323
4,78,mol25,2.441070663612588
4,78,mol26,2.994860238561813
4,78,mol27,4.027343436063034
4,78,mol28,1.112914200853569
4,78,mol29,0.8983953713890858
4,78,mol30,0.9377236995334325
4,78,mol31,1.1523195050450707
4,78,mol32,1.686719545995156
4,78,mol33,3.363314555197001
4,78,mol34,0.8488939561907265
4,78,mol35,4.864600508810829
4,78,mol36,2.3577927487982726
4,78,mol37,5.0045719535574005
4,78,mol38,2.4968743811013003
4,78,mol39,1.5555164550720768
4,78,mol40,1.5335106793610163
4,78,mol41,0.9265796421020129
4,78,mol42,0.6029790731290589
4,78,mol43,1.3608477665084775
4,78,mol44,5.5116491212863385
4,78,mol45,1.9915887135651273
4,78,mol46,4.9027087130751665
4,78,mol47,0.5742531228394926
4,78,mol48,1.5353225102486419
4,78,mol49,3.533742250569718
4,78,mol50,1.2224491640294757
4,78,mol51,1.9728320615539576
4,78,mol52,0.716681314811542
4,78,mol53,1.5520381298766177
4,78,mol54,1.0783424363345815
4,78,mol55,0.8843051714066082
4,78,mol56,1.3126921578382347
4,78,mol57,2.0636957976528425
4,78,mol58,1.1385883525539107
4,78,mol59,1.2086721043497834
4,78,mol60,3.316991422824441
4,78,mol61,1.4221715754436945
4,78,mol62,0.7242248603997606
4,78,mol63,0.9048494346640025
4,78,mol64,0.9652078689472946
4,78,mol65,3.627603561419513
4,78,mol66,0.9779762336580577
4,78,mol67,2.855799446832063
4,78,mol68,2.2733110123467806
4,78,mol69,2.7649085431333695
4,78,mol70,0.9327801434421729
4,78,mol71,1.3616361559325814
4,78,mol72,1.9572517705531225
4,78,mol73,1.0656784442609792
4,78,mol74,0.6210307402167123
4,78,mol75,2.967548359315826
4,78,mol76,0.6293934371979726
4,78,mol77,2.4751120721488493
4,78,mol79,0.8520230478103276
4,78,mol80,1.2463473188252372
4,78,mol81,0.887150458651583
4,78,mol82,0.5772187158108727
4,78,mol83,1.0437319586842912
4,78,mol84,0.7771165898922209
4,78,mol85,0.7064257250412105
4,78,mol86,0.8470199625746732
4,78,mol87,0.6455235504693273
4,78,mol88,2.861207393207358
4,78,mol89,1.0093784052574137
4,78,mol90,0.7387518446279348
4,78,mol91,0.682158042538531
4,78,mol92,3.433030426066203
4,78,mol93,0.5352249381101369
4,78,mol94,1.4900457780998992
4,78,mol95,2.039194733913491
4,78,mol96,1.4795210106345538
4,79,mol0,1.757405576341471
4,79,mol1,2.5272700432812214
4,79,mol2,0.5531764371392374
4,79,mol3,1.4738164499337214
4,79,mol4,0.7738912208696584
4,79,mol5,1.2305537893107703
4,79,mol6,4.4402947345556045
4,79,mol7,2.3604878098660698
4,79,mol8,1.8268306572485467
4,79,mol9,0.7495994583776061
4,79,mol10,0.7060482635955675
4,79,mol11,3.434843332619824
4,79,mol12,3.0470047271186393
4,79,mol13,2.710443584981695
4,79,mol14,0.8063614954543351
4,79,mol15,0.8923107744266539
4,79,mol16,3.3006976365610954
4,79,mol17,1.260757047174435
4,79,mol18,3.480571238317067
4,79,mol19,9.277947338039588
4,79,mol20,4.122931106791787
4,79,mol21,0.6542435614618501
4,79,mol22,1.117198862483011
4,79,mol23,1.322814666289783
4,79,mol24,1.440460780444924
4,79,mol25,1.5890632176694544
4,79,mol26,4.001052172311123
4,79,mol27,3.8186768776632567
4,79,mol28,1.901184058314645
4,79,mol29,0.9278417151979849
4,79,mol30,0.9367880712908443
4,79,mol31,1.1933908965427964
4,79,mol32,1.8510552951733978
4,79,mol33,3.363351061842936
4,79,mol34,0.8488174195398476
4,79,mol35,4.864600508810829
4,79,mol36,1.116485959479243
4,79,mol37,2.6686381430110258
4,79,mol38,2.4968743811013003
4,79,mol39,1.7175300593751313
4,79,mol40,1.6542825266561936
4,79,mol41,0.9044011810672241
4,79,mol42,0.8198255716277315
4,79,mol43,1.4142432956060522
4,79,mol44,2.140598734480338
4,79,mol45,1.3139647999199109
4,79,mol46,1.8389542835106325
4,79,mol47,0.5742531228394926
4,79,mol48,1.5347125963297927
4,79,mol49,1.1965938169204735
4,79,mol50,1.2224491640294757
4,79,mol51,2.1086870639266104
4,79,mol52,1.0452088843862741
4,79,mol53,1.5520381298766177
4,79,mol54,1.0783424363345815
4,79,mol55,0.9031965526102603
4,79,mol56,1.3127948276799897
4,79,mol57,2.4041208019253113
4,79,mol58,1.15648260909659
4,79,mol59,1.2086721043497834
4,79,mol60,3.310722090832644
4,79,mol61,1.2234124565249807
4,79,mol62,2.01770786081111
4,79,mol63,0.9199596982860655
4,79,mol64,0.9955451310993164
4,79,mol65,3.7570590593300657
4,79,mol66,4.448947755323724
4,79,mol67,2.855799446832063
4,79,mol68,2.225482995794717
4,79,mol69,2.903410158621959
4,79,mol70,0.9327801434421729
4,79,mol71,1.5341597787900527
4,79,mol72,1.9572517705531225
4,79,mol73,0.7955995712747086
4,79,mol74,0.718867011549506
4,79,mol75,4.547948443569457
4,79,mol76,0.6893552028943972
4,79,mol77,2.4671129710901387
4,79,mol79,2.814004067871971
4,79,mol80,1.2463473188252372
4,79,mol81,0.9669857314651249
4,79,mol82,0.5014784776332998
4,79,mol83,1.0614073609079002
4,79,mol84,1.9312087288239232
4,79,mol85,0.6696494730563937
4,79,mol86,2.0176314856781947
4,79,mol87,0.6696666700287305
4,79,mol88,2.7107213989084165
4,79,mol89,1.0092561889827574
4,79,mol90,3.9097853190274203
4,79,mol91,0.6332400072363605
4,79,mol92,1.6389293170531474
4,79,mol93,0.6230877371004825
4,79,mol94,1.4900457780998992
4,79,mol95,1.981554009111445
4,79,mol96,1.6712050614071055
4,80,mol0,1.3937788601408798
4,80,mol1,4.7304236594974585
4,80,mol2,0.5531764371392374
4,80,mol3,2.490163741890997
4,80,mol4,0.7226275515511914
4,80,mol5,2.267196366411822
4,80,mol6,3.7387815159710347
4,80,mol7,1.0434215555716582
4,80,mol8,1.8268306572485467
4,80,mol9,0.7111466029287796
4,80,mol10,0.8310690502694642
4,80,mol11,3.3780808982848747
4,80,mol12,3.2820550508916413
4,80,mol13,1.61471737334726
4,80,mol14,0.955183170066547
4,80,mol15,0.8994498711932051
4,80,mol16,2.894973166024169
4,80,mol17,2.6444669245156276
4,80,mol18,3.480571238317067
4,80,mol19,9.277947338039588
4,80,mol20,3.7289968382206307
4,80,mol21,1.04897757186973
4,80,mol22,1.1674014797831973
4,80,mol23,1.424520216338384
4,80,mol24,1.4473536729966323
4,80,mol25,2.4214440949049387
4,80,mol26,3.9997851243674467
4,80,mol27,4.031693011130684
4,80,mol28,1.6033851219313373
4,80,mol29,0.8983953713890858
4,80,mol30,0.9039916911633136
4,80,mol31,1.1933908965427964
4,80,mol32,3.6946840083529398
4,80,mol33,3.36320135662437
4,80,mol34,0.8488939561907265
4,80,mol35,2.550159996372144
4,80,mol36,1.094310408039171
4,80,mol37,5.00547448550085
4,80,mol38,2.936047979853191
4,80,mol39,1.5794454548534251
4,80,mol40,1.6542825266561936
4,80,mol41,0.9183960110746859
4,80,mol42,0.8095107811121741
4,80,mol43,1.3608477665084775
4,80,mol44,2.140598734480338
4,80,mol45,1.302579756154247
4,80,mol46,5.0065496148860635
4,80,mol47,0.5742531228394926
4,80,mol48,1.5353225102486419
4,80,mol49,3.510567785711725
4,80,mol50,1.8365249409241255
4,80,mol51,1.5856911517724768
4,80,mol52,2.036250068631061
4,80,mol53,1.7088445158405086
4,80,mol54,1.9963506417961754
4,80,mol55,0.909581859815752
4,80,mol56,1.3127972112693824
4,80,mol57,1.3182881192099096
4,80,mol58,1.15648260909659
4,80,mol59,1.1856202058416516
4,80,mol60,3.1616108881679006
4,80,mol61,1.8248897794313965
4,80,mol62,1.6542500498317723
4,80,mol63,0.9260618798407142
4,80,mol64,0.9955451310993164
4,80,mol65,3.6713925566065373
4,80,mol66,0.9779762336580577
4,80,mol67,2.3926014946299063
4,80,mol68,3.0052905472088476
4,80,mol69,2.7649085431333695
4,80,mol70,0.6894510665325404
4,80,mol71,2.1288514994844387
4,80,mol72,1.3184955247891017
4,80,mol73,2.7714834942792828
4,80,mol74,0.6495002452112022
4,80,mol75,2.967548359315826
4,80,mol76,0.6672928860384887
4,80,mol77,2.4751120721488493
4,80,mol79,0.7461722482108271
4,80,mol80,1.2102902127766122
4,80,mol81,0.8863464748215404
4,80,mol82,0.5329932115228221
4,80,mol83,1.06479771812599
4,80,mol84,0.7771165898922209
4,80,mol85,0.7064257250412105
4,80,mol86,2.0176314856781947
4,80,mol87,0.6696666700287305
4,80,mol88,2.3877999397981404
4,80,mol89,1.0092037331480694
4,80,mol90,0.7864395565944469
4,80,mol91,0.6332400072363605
4,80,mol92,1.68591380947039
4,80,mol93,0.5401776935648119
4,80,mol94,1.60148878608139
4,80,mol95,1.9947656372205471
4,80,mol96,1.4211337385085447
4,81,mol0,1.8969379970452767
4,81,mol1,4.713718823993076
4,81,mol2,4.954368379857652
4,81,mol3,1.8154291135129665
4,81,mol4,0.7864553029119083
4,81,mol5,4.48915250669735
4,81,mol6,1.7291228658709525
4,81,mol7,1.1178063552756965
4,81,mol8,1.8324610781391069
4,81,mol9,0.7495994583776061
4,81,mol10,0.8539922919657074
4,81,mol11,3.3780808982848747
4,81,mol12,3.671852784868969
4,81,mol13,1.606021321546871
4,81,mol14,1.156494349432919
4,81,mol15,0.8856642183308406
4,81,mol16,3.3034513079505197
4,81,mol17,1.5928291937842642
4,81,mol18,3.466311798824028
4,81,mol19,3.357397660925757
4,81,mol20,3.7289968382206307
4,81,mol21,1.0461705777330417
4,81,mol22,0.8085237205343245
4,81,mol23,1.23807996216024
4,81,mol24,1.4805438872607803
4,81,mol25,2.1781633455161256
4,81,mol26,2.994860238561813
4,81,mol27,4.027343436063034
4,81,mol28,1.156937809644328
4,81,mol29,0.9293704526210894
4,81,mol30,1.0161518300898107
4,81,mol31,1.1523195050450707
4,81,mol32,1.6574447344918433
4,81,mol33,2.362825303148754
4,81,mol34,0.8328923169979933
4,81,mol35,2.550159996372144
4,81,mol36,1.116485959479243
4,81,mol37,3.1900571340233603
4,81,mol38,6.314449312489569
4,81,mol39,1.5794454548534251
4,81,mol40,2.131666088365088
4,81,mol41,0.9265796421020129
4,81,mol42,0.7900409479727514
4,81,mol43,1.7311806229179745
4,81,mol44,2.043621718981797
4,81,mol45,1.3139647999199109
4,81,mol46,1.9924887238669236
4,81,mol47,0.6266116486164443
4,81,mol48,1.7886227958164589
4,81,mol49,1.1965938169204735
4,81,mol50,1.2234079318556315
4,81,mol51,2.282326194342288
4,81,mol52,0.716681314811542
4,81,mol53,1.5520381298766177
4,81,mol54,1.9705444425335854
4,81,mol55,0.9508105679768557
4,81,mol56,1.3149858844299436
4,81,mol57,2.0636957976528425
4,81,mol58,1.1703150110730258
4,81,mol59,2.3706124373367223
4,81,mol60,3.316991422824441
4,81,mol61,1.8248897794313965
4,81,mol62,0.7242248603997606
4,81,mol63,0.9260618798407142
4,81,mol64,0.6396315755964523
4,81,mol65,3.8396809869019677
4,81,mol66,0.9779762336580577
4,81,mol67,2.290341467646485
4,81,mol68,2.225482995794717
4,81,mol69,2.769442429589539
4,81,mol70,0.935572800252032
4,81,mol71,1.3616361559325814
4,81,mol72,1.6603105228306607
4,81,mol73,0.7955995712747086
4,81,mol74,0.6210307402167123
4,81,mol75,2.9122349922772197
4,81,mol76,0.6293934371979726
4,81,mol77,2.500949519076644
4,81,mol79,0.7183508641325629
4,81,mol80,2.1368458101336447
4,81,mol81,0.8753753997979543
4,81,mol82,0.5329932115228221
4,81,mol83,1.0437319586842912
4,81,mol84,0.7771165898922209
4,81,mol85,0.6795488851826195
4,81,mol86,0.8470199625746732
4,81,mol87,0.6509780467638071
4,81,mol88,2.3877999397981404
4,81,mol89,1.0092561889827574
4,81,mol90,0.7257283155156455
4,81,mol91,0.6818953393472705
4,81,mol92,1.5994250363918396
4,81,mol93,0.9456791887976594
4,81,mol94,4.133402850725886
4,81,mol95,1.981554009111445
4,81,mol96,1.4211337385085447
4,82,mol0,1.7350593055865382
4,82,mol1,2.5272700432812214
4,82,mol2,0.5531764371392374
4,82,mol3,2.0103709843613213
4,82,mol4,0.7226275515511914
4,82,mol5,1.2305537893107703
4,82,mol6,1.7291228658709525
4,82,mol7,1.1178063552756965
4,82,mol8,1.8324610781391069
4,82,mol9,0.7384642438389089
4,82,mol10,0.8861188989960065
4,82,mol11,3.3780808982848747
4,82,mol12,3.0470047271186393
4,82,mol13,1.777346964616526
4,82,mol14,0.8063614954543351
4,82,mol15,0.91232569337352
4,82,mol16,3.2982063416347986
4,82,mol17,1.2418680861623634
4,82,mol18,3.480571238317067
4,82,mol19,9.27743665455231
4,82,mol20,5.626249563358276
4,82,mol21,1.047454412509544
4,82,mol22,1.1674014797831973
4,82,mol23,1.2183157041033594
4,82,mol24,1.4473536729966323
4,82,mol25,1.5890632176694544
4,82,mol26,3.960965436514091
4,82,mol27,3.8186768776632567
4,82,mol28,1.156937809644328
4,82,mol29,0.8983953713890858
4,82,mol30,0.9367880712908443
4,82,mol31,1.1933908965427964
4,82,mol32,1.6574447344918433
4,82,mol33,2.362825303148754
4,82,mol34,0.8328923169979933
4,82,mol35,4.875481346029731
4,82,mol36,1.094310408039171
4,82,mol37,5.008291012411319
4,82,mol38,2.4968743811013003
4,82,mol39,1.5555164550720768
4,82,mol40,2.081858997077921
4,82,mol41,0.9044011810672241
4,82,mol42,0.6029790731290589
4,82,mol43,1.415566892430183
4,82,mol44,2.140598734480338
4,82,mol45,1.302579756154247
4,82,mol46,1.9924887238669236
4,82,mol47,0.5742531228394926
4,82,mol48,1.5347125963297927
4,82,mol49,3.4474649160372453
4,82,mol50,3.111102745812166
4,82,mol51,1.6416149816132715
4,82,mol52,0.7324168771949484
4,82,mol53,1.684120229526384
4,82,mol54,1.9705444425335854
4,82,mol55,0.8843051714066082
4,82,mol56,1.3126921578382347
4,82,mol57,2.397243010261997
4,82,mol58,1.1385883525539107
4,82,mol59,1.180611550685115
4,82,mol60,1.8779035866915774
4,82,mol61,2.298936415749364
4,82,mol62,0.7242248603997606
4,82,mol63,0.9260618798407142
4,82,mol64,1.2932188232167914
4,82,mol65,3.6314400423491047
4,82,mol66,1.138380524077955
4,82,mol67,3.0409012266102953
4,82,mol68,2.268814320678157
4,82,mol69,2.764870651976717
4,82,mol70,0.6894510665325404
4,82,mol71,1.5341597787900527
4,82,mol72,1.6603105228306607
4,82,mol73,1.0933106015961336
4,82,mol74,0.7016617781255818
4,82,mol75,2.967548359315826
4,82,mol76,0.650879913981252
4,82,mol77,2.4751120721488493
4,82,mol79,0.7183508641325629
4,82,mol80,1.2102902127766122
4,82,mol81,0.8863464748215404
4,82,mol82,0.5329932115228221
4,82,mol83,1.0437319586842912
4,82,mol84,6.2116018067576
4,82,mol85,0.6696494730563937
4,82,mol86,0.8470199625746732
4,82,mol87,0.6455235504693273
4,82,mol88,3.0603225006615813
4,82,mol89,1.0093640398785761
4,82,mol90,0.7257283155156455
4,82,mol91,0.682158042538531
4,82,mol92,1.5994250363918396
4,82,mol93,0.5970732236292298
4,82,mol94,1.60148878608139
4,82,mol95,1.981554009111445
4,82,mol96,1.4908143086002603
4,83,mol0,2.844128909251306
4,83,mol1,3.635411349260677
4,83,mol2,4.9359547516159425
4,83,mol3,1.4738164499337214
4,83,mol4,0.7876727056997399
4,83,mol5,1.1003301070661158
4,83,mol6,4.1728873093325785
4,83,mol7,0.9927942732245022
4,83,mol8,3.8097610766017165
4,83,mol9,0.7111466029287796
4,83,mol10,0.7060482635955675
4,83,mol11,3.4365502685417377
4,83,mol12,3.054500770516081
4,83,mol13,1.61471737334726
4,83,mol14,0.94421217081412
4,83,mol15,0.8923107744266539
4,83,mol16,3.3034513079505197
4,83,mol17,2.10098269673979
4,83,mol18,4.744541087221538
4,83,mol19,3.357397660925757
4,83,mol20,4.727146843956122
4,83,mol21,0.6542435614618501
4,83,mol22,1.117198862483011
4,83,mol23,1.2183157041033594
4,83,mol24,1.4460120520717807
4,83,mol25,2.441070663612588
4,83,mol26,3.960965436514091
4,83,mol27,3.8186768776632567
4,83,mol28,1.8822944531090582
4,83,mol29,0.9077163129920025
4,83,mol30,0.9367880712908443
4,83,mol31,1.1201254362466864
4,83,mol32,4.85819035243848
4,83,mol33,3.363314555197001
4,83,mol34,0.8415508135069956
4,83,mol35,4.8928156496326665
4,83,mol36,2.3577927487982726
4,83,mol37,2.6686381430110258
4,83,mol38,2.3760566502084917
4,83,mol39,1.711709091355354
4,83,mol40,1.6542825266561936
4,83,mol41,0.9183960110746859
4,83,mol42,0.6029790731290589
4,83,mol43,1.7311806229179745
4,83,mol44,2.043621718981797
4,83,mol45,1.3139647999199109
4,83,mol46,1.8389542835106325
4,83,mol47,0.781921049645543
4,83,mol48,1.7887759930559595
4,83,mol49,1.1965938169204735
4,83,mol50,1.2234079318556315
4,83,mol51,1.9728320615539576
4,83,mol52,0.6859013901429273
4,83,mol53,1.5520381298766177
4,83,mol54,1.0783424363345815
4,83,mol55,0.9031965526102603
4,83,mol56,1.3128418353264546
4,83,mol57,2.0636957976528425
4,83,mol58,1.1816389305899302
4,83,mol59,2.355708689132754
4,83,mol60,1.8777171388780483
4,83,mol61,1.4002712053515154
4,83,mol62,1.2217845279064465
4,83,mol63,0.9048494346640025
4,83,mol64,0.9764985448302295
4,83,mol65,3.627603561419513
4,83,mol66,0.9779762336580577
4,83,mol67,2.819742836631887
4,83,mol68,2.225482995794717
4,83,mol69,2.7665172882065896
4,83,mol70,0.6894510665325404
4,83,mol71,1.3643895981091951
4,83,mol72,1.6603105228306607
4,83,mol73,1.0933106015961336
4,83,mol74,0.6929280654032782
4,83,mol75,2.954205124654784
4,83,mol76,0.6293934371979726
4,83,mol77,2.7545516524582734
4,83,mol79,0.7461722482108271
4,83,mol80,2.1317736396182942
4,83,mol81,0.8703132961345424
4,83,mol82,0.5948624003028918
4,83,mol83,1.06479771812599
4,83,mol84,0.6532314531837635
4,83,mol85,0.9797823973599804
4,83,mol86,0.8470199625746732
4,83,mol87,0.6509780467638071
4,83,mol88,2.3877999397981404
4,83,mol89,1.009374506811025
4,83,mol90,0.8610163725641515
4,83,mol91,0.6818953393472705
4,83,mol92,1.6389293170531474
4,83,mol93,0.5330007651260927
4,83,mol94,1.4900457780998992
4,83,mol95,1.9914711013308475
4,83,mol96,1.6712050614071055
4,84,mol0,1.7589905028238184
4,84,mol1,2.5272700432812214
4,84,mol2,2.0299328099792624
4,84,mol3,2.54374241817052
4,84,mol4,0.737906118100694
4,84,mol5,2.459667636084193
4,84,mol6,2.8699595954860104
4,84,mol7,1.0434215555716582
4,84,mol8,2.7860939867302994
4,84,mol9,0.7384642438389089
4,84,mol10,0.8539922919657074
4,84,mol11,3.436395043968939
4,84,mol12,3.054500770516081
4,84,mol13,1.777346964616526
4,84,mol14,0.955183170066547
4,84,mol15,0.8897930760339141
4,84,mol16,3.2982063416347986
4,84,mol17,1.260757047174435
4,84,mol18,3.873178871418153
4,84,mol19,3.357397660925757
4,84,mol20,5.581193458343785
4,84,mol21,1.0461705777330417
4,84,mol22,0.8085237205343245
4,84,mol23,1.2183157041033594
4,84,mol24,1.4460120520717807
4,84,mol25,2.4391764644547553
4,84,mol26,3.960965436514091
4,84,mol27,4.03262638289242
4,84,mol28,1.8993524289164372
4,84,mol29,0.9159442219329231
4,84,mol30,0.9392688172326606
4,84,mol31,1.1933908965427964
4,84,mol32,1.2408813232622418
4,84,mol33,3.363314555197001
4,84,mol34,0.8328923169979933
4,84,mol35,4.855097033082362
4,84,mol36,2.3994513814620206
4,84,mol37,5.00547448550085
4,84,mol38,2.3760566502084917
4,84,mol39,1.711709091355354
4,84,mol40,1.0580483857420833
4,84,mol41,0.9183960110746859
4,84,mol42,0.6029790731290589
4,84,mol43,1.7311806229179745
4,84,mol44,2.140598734480338
4,84,mol45,1.3139647999199109
4,84,mol46,1.8389542835106325
4,84,mol47,0.5635973799324006
4,84,mol48,1.5347125963297927
4,84,mol49,1.1965938169204735
4,84,mol50,1.2234079318556315
4,84,mol51,1.5856911517724768
4,84,mol52,1.0452088843862741
4,84,mol53,1.7351765006503201
4,84,mol54,1.2991254616086931
4,84,mol55,0.9969629474205206
4,84,mol56,1.3128418353264546
4,84,mol57,2.4041208019253113
4,84,mol58,0.828432079809288
4,84,mol59,1.180611550685115
4,84,mol60,3.1674783616969164
4,84,mol61,1.2234124565249807
4,84,mol62,0.7242248603997606
4,84,mol63,0.9260618798407142
4,84,mol64,0.9652078689472946
4,84,mol65,3.717498059495518
4,84,mol66,0.9779762336580577
4,84,mol67,2.290341467646485
4,84,mol68,2.225482995794717
4,84,mol69,2.903410158621959
4,84,mol70,0.935572800252032
4,84,mol71,1.5824495653439141
4,84,mol72,1.9263558079671808
4,84,mol73,0.8419783639218412
4,84,mol74,0.6210307402167123
4,84,mol75,2.9122349922772197
