docked_file,ligand_RMSD_A
rec_12_mol63.pdb,5.295076981054583
rec_12_mol64.pdb,0.9652317367117369
rec_12_mol65.pdb,3.839625602152622
rec_12_mol66.pdb,4.448865779049757
rec_12_mol68.pdb,2.2860888121730656
rec_12_mol69.pdb,2.9034550434248487
rec_12_mol7.pdb,3.965895272922556
rec_12_mol70.pdb,0.6894391095044482
rec_12_mol71.pdb,1.3616093943775294
rec_12_mol72.pdb,5.462074585519478
rec_12_mol73.pdb,1.5274211825000983
rec_12_mol74.pdb,0.6209375501420981
rec_12_mol75.pdb,4.54794333845048
rec_12_mol76.pdb,0.6293813701492194
rec_12_mol77.pdb,2.652130481501446
rec_12_mol79.pdb,2.814023009856174
rec_12_mol8.pdb,4.31797559474832
rec_12_mol80.pdb,1.3469872838513148
rec_12_mol81.pdb,0.8703556580091679
rec_12_mol82.pdb,0.839905106684853
rec_12_mol83.pdb,1.1493377727149987
rec_12_mol84.pdb,6.23236173991392
rec_12_mol85.pdb,0.8716080811114725
rec_12_mol86.pdb,0.8830002831256625
rec_12_mol87.pdb,0.6509087372362783
rec_12_mol88.pdb,2.936696244648625
rec_12_mol89.pdb,1.0098702144335183
rec_12_mol9.pdb,0.9279736757350086
rec_12_mol90.pdb,0.8917750969439614
rec_12_mol91.pdb,0.6331828562206694
rec_12_mol92.pdb,3.890648765285144
rec_12_mol93.pdb,0.5352579401559588
rec_12_mol94.pdb,5.344338096943759
rec_12_mol95.pdb,5.821157588200707
rec_12_mol96.pdb,1.6712515859787132
rec_13_mol1.pdb,4.947691902965126
rec_13_mol11.pdb,3.4348311353793552
rec_13_mol12.pdb,3.7228836325712176
rec_13_mol14.pdb,7.264699000479481
rec_13_mol16.pdb,3.303793673945151
rec_13_mol17.pdb,6.046500983449614
rec_13_mol18.pdb,4.749062153029094
rec_13_mol19.pdb,9.842884992437886
rec_13_mol20.pdb,5.626247465277415
rec_13_mol22.pdb,5.392346829844436
rec_13_mol23.pdb,7.171174620132494
rec_13_mol26.pdb,3.9997856146252344
rec_13_mol27.pdb,4.098866926359039
rec_13_mol29.pdb,5.999696597029741
rec_13_mol32.pdb,6.858649546759417
rec_13_mol33.pdb,3.3633262167086917
rec_13_mol35.pdb,4.878559930963234
rec_13_mol37.pdb,5.0193658131945975
rec_13_mol38.pdb,6.202725743574352
rec_13_mol39.pdb,5.215241347654556
rec_13_mol4.pdb,2.9967386983330653
rec_13_mol43.pdb,6.184285236701886
rec_13_mol48.pdb,4.712252590448699
rec_13_mol49.pdb,4.138024203371979
rec_13_mol5.pdb,4.868698554326734
rec_13_mol50.pdb,3.2790503752818996
rec_13_mol56.pdb,3.7947790888710946
rec_13_mol6.pdb,4.508448017641745
rec_13_mol60.pdb,3.167576109439347
rec_13_mol62.pdb,7.349157964656474
rec_13_mol64.pdb,6.949212181567379
rec_13_mol66.pdb,5.274356480178411
rec_13_mol68.pdb,5.67745218511664
rec_13_mol69.pdb,3.7516914599698645
rec_13_mol7.pdb,3.0830421578967133
rec_13_mol73.pdb,5.614515122653068
rec_13_mol74.pdb,5.870117951515615
rec_13_mol76.pdb,5.9559886795993116
rec_13_mol77.pdb,4.353803011927234
rec_13_mol79.pdb,3.079666507919324
rec_13_mol8.pdb,6.776225233937596
rec_13_mol80.pdb,6.184270020440107
rec_13_mol81.pdb,6.086144798991041
rec_13_mol84.pdb,5.979487961833712
rec_13_mol85.pdb,5.927272984215572
rec_13_mol88.pdb,4.040306107765158
rec_13_mol89.pdb,3.4043270700683275
rec_13_mol90.pdb,6.142542817490642
rec_13_mol92.pdb,3.892259840589612
rec_13_mol93.pdb,5.516873494675223
rec_13_mol94.pdb,4.795114440761555
rec_13_mol96.pdb,4.238342128710234
rec_14_mol1.pdb,4.713705492143805
rec_14_mol11.pdb,3.4364172060862623
rec_14_mol12.pdb,4.392204751982008
rec_14_mol13.pdb,1.7774239934893359
rec_14_mol14.pdb,0.8063600899068574
rec_14_mol15.pdb,0.8993844386140178
rec_14_mol16.pdb,3.298268903531063
rec_14_mol17.pdb,2.6444338578552933
rec_14_mol18.pdb,3.8731320712914843
rec_14_mol19.pdb,9.874389414424181
rec_14_mol2.pdb,4.949811312595969
rec_14_mol20.pdb,5.828683407963609
rec_14_mol22.pdb,1.180420846562784
rec_14_mol23.pdb,1.2380455827088375
rec_14_mol25.pdb,2.431816306796219
rec_14_mol26.pdb,3.9609625653929683
rec_14_mol27.pdb,4.455490702492824
rec_14_mol28.pdb,2.279145943279901
rec_14_mol29.pdb,0.9159287846014768
rec_14_mol3.pdb,2.9110474877937795
rec_14_mol30.pdb,1.0161648488311332
rec_14_mol33.pdb,3.363124285541645
rec_14_mol35.pdb,4.892794484848892
rec_14_mol37.pdb,5.015703679445188
rec_14_mol38.pdb,2.936027533079348
rec_14_mol39.pdb,4.52413392816791
rec_14_mol4.pdb,3.3536857790120744
rec_14_mol40.pdb,1.0580837801016918
rec_14_mol42.pdb,5.614815242777478
rec_14_mol43.pdb,3.7045965704783566
rec_14_mol44.pdb,2.186921405833807
rec_14_mol45.pdb,2.192729349463814
rec_14_mol46.pdb,5.006567229255254
rec_14_mol47.pdb,0.6265631845571715
rec_14_mol48.pdb,1.7888725100305098
rec_14_mol49.pdb,3.548920317938531
rec_14_mol5.pdb,4.489105985425951
rec_14_mol50.pdb,3.9553162556005783
rec_14_mol52.pdb,1.045224222356141
rec_14_mol53.pdb,4.418606372231777
rec_14_mol54.pdb,2.575580648125777
rec_14_mol55.pdb,5.275126115024339
rec_14_mol56.pdb,2.1321209022160694
rec_14_mol57.pdb,5.763656174686343
rec_14_mol59.pdb,2.3971106334270202
rec_14_mol6.pdb,4.172918539690044
rec_14_mol60.pdb,3.817552595339299
rec_14_mol61.pdb,3.14675025941398
rec_14_mol63.pdb,5.2506525560834705
rec_14_mol64.pdb,1.0167033873149913
rec_14_mol66.pdb,1.0124429860490909
rec_14_mol67.pdb,2.855796178964716
rec_14_mol68.pdb,4.9412510821797815
rec_14_mol69.pdb,3.007641425759718
rec_14_mol7.pdb,3.7389437292538004
rec_14_mol70.pdb,5.258974188402688
rec_14_mol71.pdb,2.6413289999002934
rec_14_mol72.pdb,1.3184773625495265
rec_14_mol73.pdb,0.8419769518817007
rec_14_mol74.pdb,0.7237216925277937
rec_14_mol75.pdb,5.113189422774275
rec_14_mol77.pdb,2.7546225116734564
rec_14_mol79.pdb,0.718254968656674
rec_14_mol8.pdb,4.159871705385054
rec_14_mol80.pdb,2.586701705702788
rec_14_mol83.pdb,1.0809291933575627
rec_14_mol84.pdb,5.6820592821365645
rec_14_mol85.pdb,0.8802265751097337
rec_14_mol86.pdb,1.3414829294478554
rec_14_mol87.pdb,2.4332218894210804
rec_14_mol88.pdb,3.129001540250322
rec_14_mol89.pdb,1.0094501225915031
rec_14_mol92.pdb,1.6852004716441393
rec_14_mol93.pdb,0.8996148655119034
rec_14_mol95.pdb,5.993647979533342
rec_14_mol96.pdb,5.376338497189666
rec_15_mol0.pdb,1.7680532355962697
rec_15_mol1.pdb,4.730411444402415
rec_15_mol10.pdb,0.7160651984428885
rec_15_mol11.pdb,3.4365257424572606
rec_15_mol12.pdb,3.0469284260273213
rec_15_mol13.pdb,1.6148228271726577
rec_15_mol14.pdb,0.46789300578750354
rec_15_mol15.pdb,1.687975266406472
rec_15_mol16.pdb,2.8950235508541207
rec_15_mol17.pdb,2.100943556731458
rec_15_mol18.pdb,4.749001469607409
rec_15_mol19.pdb,9.846580419044875
rec_15_mol2.pdb,0.564091385246301
rec_15_mol20.pdb,5.831336789858459
rec_15_mol21.pdb,1.050563046316457
rec_15_mol22.pdb,1.1170159093167238
rec_15_mol23.pdb,1.6205995387093213
rec_15_mol24.pdb,1.446039491343966
rec_15_mol25.pdb,2.5100971196350153
rec_15_mol26.pdb,2.9948476990893447
rec_15_mol27.pdb,4.03271583923291
rec_15_mol28.pdb,1.899250162429157
rec_15_mol29.pdb,0.959823100688551
rec_15_mol3.pdb,2.21596028308056
rec_15_mol30.pdb,0.9717869741239191
rec_15_mol31.pdb,1.5747889831540651
rec_15_mol32.pdb,1.6574917718300177
rec_15_mol33.pdb,4.3188590622987455
rec_15_mol34.pdb,0.8488265345253325
rec_15_mol35.pdb,4.87544476713862
rec_15_mol36.pdb,1.0944207991966735
rec_15_mol37.pdb,3.190026191115051
rec_15_mol39.pdb,1.7116445058147192
rec_15_mol4.pdb,2.994453575761578
rec_15_mol40.pdb,2.135592122640865
rec_15_mol42.pdb,0.8640880650781645
rec_15_mol43.pdb,1.4125765367661403
rec_15_mol44.pdb,2.1420424557774154
rec_15_mol45.pdb,1.3025751198518811
rec_15_mol46.pdb,5.4769638318861915
rec_15_mol47.pdb,0.5742117917791153
rec_15_mol48.pdb,1.5347105202455547
rec_15_mol49.pdb,3.7122674804159588
rec_15_mol5.pdb,1.2305175543700717
rec_15_mol50.pdb,3.1109587385124984
rec_15_mol51.pdb,6.730198452815913
rec_15_mol52.pdb,2.1204155724763014
rec_15_mol53.pdb,4.1144127383890625
rec_15_mol54.pdb,2.119401059261791
rec_15_mol55.pdb,0.9150453701384235
rec_15_mol56.pdb,1.3129100629263735
rec_15_mol57.pdb,2.4876083142247296
rec_15_mol58.pdb,1.138592627513709
rec_15_mol59.pdb,2.37063349479979
rec_15_mol6.pdb,4.70939606590437
rec_15_mol60.pdb,3.3107241105781733
rec_15_mol61.pdb,2.321879878618122
rec_15_mol62.pdb,1.6657104616665113
rec_15_mol63.pdb,0.9314566707108627
rec_15_mol64.pdb,0.6397252665532813
rec_15_mol66.pdb,0.9779864416238089
rec_15_mol67.pdb,2.3925886498452718
rec_15_mol68.pdb,2.27038462443198
rec_15_mol69.pdb,2.769498432490541
rec_15_mol7.pdb,3.879690899244966
rec_15_mol70.pdb,0.9355776214266168
rec_15_mol71.pdb,2.122477332875767
rec_15_mol72.pdb,1.6603270343854284
rec_15_mol73.pdb,0.7956342792074762
rec_15_mol74.pdb,0.701610814692959
rec_15_mol75.pdb,2.967563322520807
rec_15_mol76.pdb,1.1425477776628967
rec_15_mol77.pdb,2.5010042164916655
rec_15_mol79.pdb,0.7460710757025768
rec_15_mol8.pdb,1.8335652213795484
rec_15_mol80.pdb,2.1317361401985404
rec_15_mol81.pdb,0.8878341222162102
rec_15_mol82.pdb,0.5015448780576693
rec_15_mol83.pdb,1.0646816054824237
rec_15_mol84.pdb,0.7771472006181139
rec_15_mol85.pdb,0.679458954307201
rec_15_mol86.pdb,1.3263318589252087
rec_15_mol87.pdb,0.6696193144733728
rec_15_mol88.pdb,3.060276063255296
rec_15_mol89.pdb,3.2357197035590093
rec_15_mol9.pdb,0.7383986147642169
rec_15_mol90.pdb,0.7864066826955599
rec_15_mol91.pdb,0.6983109664629025
rec_15_mol92.pdb,4.157008464072495
rec_15_mol93.pdb,0.5402135573085888
rec_15_mol94.pdb,4.046294251122459
rec_15_mol95.pdb,5.837582064431675
rec_15_mol96.pdb,1.4795709605398206
rec_16_mol0.pdb,2.362432505165685
rec_16_mol1.pdb,2.527397930678903
rec_16_mol10.pdb,0.8860817355669077
rec_16_mol11.pdb,3.4365874788807567
rec_16_mol12.pdb,3.0544289837327474
rec_16_mol13.pdb,1.2596839620359253
rec_16_mol14.pdb,1.156459882338968
rec_16_mol15.pdb,0.9122643026528754
rec_16_mol16.pdb,3.491927341741235
rec_16_mol17.pdb,2.106170261737776
rec_16_mol18.pdb,3.667892043349513
rec_16_mol2.pdb,5.331637144101579
rec_16_mol20.pdb,5.9991413236913855
rec_16_mol21.pdb,1.0489800896925683
rec_16_mol22.pdb,1.1244908848007618
rec_16_mol23.pdb,1.569785619723882
rec_16_mol24.pdb,1.4805721422548286
rec_16_mol25.pdb,2.486456756108982
rec_16_mol26.pdb,4.001053199309364
rec_16_mol27.pdb,4.031782345315778
rec_16_mol28.pdb,1.8993720757269448
rec_16_mol29.pdb,2.1704186409361386
rec_16_mol3.pdb,2.5478393740953287
rec_16_mol30.pdb,1.1316073206749448
rec_16_mol31.pdb,1.194003605420058
rec_16_mol32.pdb,1.6651381956241098
rec_16_mol33.pdb,4.318883897490183
rec_16_mol34.pdb,0.8489935554189191
rec_16_mol35.pdb,2.550243865631981
rec_16_mol36.pdb,2.654922274891355
rec_16_mol37.pdb,2.668525972642325
rec_16_mol39.pdb,1.7174688435518788
rec_16_mol4.pdb,0.7225291930314017
rec_16_mol43.pdb,1.4155445457883375
rec_16_mol44.pdb,2.140609671263279
rec_16_mol45.pdb,2.1316766305288555
rec_16_mol46.pdb,2.169256081556168
rec_16_mol47.pdb,0.5898233685270584
rec_16_mol48.pdb,1.7889634136108246
rec_16_mol49.pdb,3.699026368779098
rec_16_mol5.pdb,4.870108553469896
rec_16_mol50.pdb,3.4907246838130646
rec_16_mol51.pdb,2.1254014074656915
rec_16_mol52.pdb,2.0886061440587596
rec_16_mol53.pdb,1.6840202303902516
rec_16_mol54.pdb,2.0759159243572465
rec_16_mol55.pdb,5.203764310573645
rec_16_mol56.pdb,2.127377708980393
rec_16_mol57.pdb,2.442837622520171
rec_16_mol58.pdb,2.5927405081992183
rec_16_mol59.pdb,2.355733390168666
rec_16_mol6.pdb,4.486150626588952
rec_16_mol60.pdb,3.8580435515238216
rec_16_mol61.pdb,1.8247533077504865
rec_16_mol62.pdb,1.4716773012271975
rec_16_mol63.pdb,5.180389750838081
rec_16_mol64.pdb,0.9955656264991609
rec_16_mol65.pdb,4.038076161767544
rec_16_mol66.pdb,4.479268944816777
rec_16_mol67.pdb,2.8197215614685303
rec_16_mol68.pdb,2.266976173546729
rec_16_mol69.pdb,3.745800387172352
rec_16_mol7.pdb,2.3586176593839654
rec_16_mol70.pdb,2.710585197754484
rec_16_mol71.pdb,2.128891482170274
rec_16_mol72.pdb,1.9263628148519802
rec_16_mol73.pdb,5.612919135240593
rec_16_mol74.pdb,2.3235729459808483
rec_16_mol75.pdb,2.9882785973884283
rec_16_mol76.pdb,0.8444086508894668
rec_16_mol77.pdb,2.4671683560247155
rec_16_mol79.pdb,2.813864051442429
rec_16_mol8.pdb,1.8325027680025048
rec_16_mol80.pdb,2.1368088891081083
rec_16_mol81.pdb,0.8863980402247544
rec_16_mol82.pdb,0.8691144411207915
rec_16_mol83.pdb,1.2360562391395427
rec_16_mol84.pdb,5.712663294321285
rec_16_mol85.pdb,0.7085788386539885
rec_16_mol86.pdb,6.138417890629475
rec_16_mol87.pdb,1.008059809211422
rec_16_mol88.pdb,2.738850838703464
rec_16_mol89.pdb,1.009694211135233
rec_16_mol9.pdb,2.668868122845874
rec_16_mol90.pdb,1.0655173556982156
rec_16_mol91.pdb,0.681840825827191
rec_16_mol92.pdb,1.6487640488829471
rec_16_mol93.pdb,0.6231308550376878
rec_16_mol94.pdb,6.074236481512169
rec_16_mol96.pdb,1.4908691638223535
rec_18_mol0.pdb,6.2539155910127375
rec_18_mol1.pdb,4.773240740489283
rec_18_mol10.pdb,5.004472186796631
rec_18_mol12.pdb,3.5710124206355447
rec_18_mol14.pdb,0.976021142327496
rec_18_mol15.pdb,0.9979212868442289
rec_18_mol16.pdb,3.300760057926053
rec_18_mol17.pdb,6.043917390945332
rec_18_mol18.pdb,4.740751729244354
rec_18_mol19.pdb,9.277945836698873
rec_18_mol2.pdb,5.962372941280099
rec_18_mol20.pdb,4.360980143363509
rec_18_mol21.pdb,6.387244431566043
rec_18_mol22.pdb,2.8044586004551157
rec_18_mol23.pdb,1.3227870965135329
rec_18_mol25.pdb,6.096352637028143
rec_18_mol26.pdb,4.0839493775656095
rec_18_mol27.pdb,4.356055862819025
rec_18_mol28.pdb,1.6034025279594224
rec_18_mol29.pdb,6.166478802405212
rec_18_mol30.pdb,2.7377739460165773
rec_18_mol31.pdb,5.79146527648923
rec_18_mol32.pdb,7.239196553267642
rec_18_mol33.pdb,3.5139421907595465
rec_18_mol34.pdb,1.3412487252024297
rec_18_mol35.pdb,4.881257799960724
rec_18_mol37.pdb,5.018398642329377
rec_18_mol39.pdb,5.635225413161646
rec_18_mol4.pdb,2.1642661774736767
rec_18_mol40.pdb,5.418280177852959
rec_18_mol42.pdb,2.623118313040898
rec_18_mol43.pdb,6.190599526701755
rec_18_mol44.pdb,5.531475010710763
rec_18_mol45.pdb,5.601065656258126
rec_18_mol46.pdb,5.766160539598342
rec_18_mol47.pdb,5.953603846207416
rec_18_mol48.pdb,1.5353205497472475
rec_18_mol49.pdb,3.710766715300844
rec_18_mol5.pdb,5.319690453036627
rec_18_mol50.pdb,1.2232890835032344
rec_18_mol51.pdb,6.693354287578658
rec_18_mol52.pdb,6.463764659623679
rec_18_mol53.pdb,7.7673703620278784
rec_18_mol54.pdb,6.237800874506978
rec_18_mol55.pdb,0.9508544918681734
rec_18_mol56.pdb,1.3150543556573369
rec_18_mol57.pdb,2.6966918993463085
rec_18_mol59.pdb,2.4740067704030233
rec_18_mol6.pdb,5.123988818944346
rec_18_mol60.pdb,1.8779292875640738
rec_18_mol62.pdb,7.471693119966007
rec_18_mol63.pdb,0.9609476021707153
rec_18_mol64.pdb,0.994099494796952
rec_18_mol65.pdb,3.8525638445677424
rec_18_mol66.pdb,4.47950568701503
rec_18_mol68.pdb,5.880061688208965
rec_18_mol69.pdb,5.411583547030062
rec_18_mol7.pdb,1.1177973170952162
rec_18_mol70.pdb,6.6739633009821935
rec_18_mol71.pdb,1.5289648038553967
rec_18_mol72.pdb,5.456090656321611
rec_18_mol73.pdb,1.8239481557873292
rec_18_mol74.pdb,5.891805530715072
rec_18_mol75.pdb,5.531747957329095
rec_18_mol76.pdb,6.028039301313638
rec_18_mol77.pdb,5.2665421782372075
rec_18_mol79.pdb,0.8495760413288498
rec_18_mol80.pdb,6.043905414311416
rec_18_mol81.pdb,6.336395137841165
rec_18_mol82.pdb,0.5772597539491314
rec_18_mol83.pdb,1.1072523128043248
rec_18_mol84.pdb,6.247446518378529
rec_18_mol85.pdb,5.978924841867966
rec_18_mol86.pdb,6.189364642271451
rec_18_mol87.pdb,2.5359287720364123
rec_18_mol88.pdb,2.8611576716815557
rec_18_mol89.pdb,1.0093792646968731
rec_18_mol9.pdb,6.656038289725032
rec_18_mol90.pdb,6.578183693534436
rec_18_mol92.pdb,1.6852279766646805
rec_18_mol93.pdb,5.275172565305327
rec_18_mol94.pdb,4.971631229620047
rec_18_mol95.pdb,5.840928072112321
rec_19_mol0.pdb,1.7350746522211915
rec_19_mol1.pdb,4.89192118701845
rec_19_mol10.pdb,0.7060554436258422
rec_19_mol11.pdb,3.436357368535134
rec_19_mol12.pdb,3.2690409908717877
rec_19_mol13.pdb,2.789028797194275
rec_19_mol14.pdb,0.9442241631467974
rec_19_mol15.pdb,1.61143295172177
rec_19_mol16.pdb,3.300189333962523
rec_19_mol17.pdb,1.5928071715415795
rec_19_mol18.pdb,3.466247448610673
rec_19_mol19.pdb,9.84445223307172
rec_19_mol2.pdb,0.5351054554803646
rec_19_mol20.pdb,5.581192563640179
rec_19_mol21.pdb,0.6542460437131321
rec_19_mol22.pdb,2.3083705472331197
rec_19_mol23.pdb,1.4716327575088062
rec_19_mol25.pdb,2.5086903007346284
rec_19_mol26.pdb,4.152525407418872
rec_19_mol27.pdb,4.030585272637214
rec_19_mol28.pdb,2.3234054912828017
rec_19_mol29.pdb,0.8739884115877873
rec_19_mol3.pdb,2.152323843795684
rec_19_mol30.pdb,2.703197536821333
rec_19_mol31.pdb,1.152273944816266
rec_19_mol32.pdb,1.2401928648824194
rec_19_mol33.pdb,4.31895400762731
rec_19_mol34.pdb,0.8415607608994813
rec_19_mol35.pdb,4.855057183809941
rec_19_mol36.pdb,3.9662654438941134
rec_19_mol37.pdb,4.966584758832439
rec_19_mol39.pdb,1.709728733705187
rec_19_mol4.pdb,2.1629792457144164
rec_19_mol40.pdb,2.131684960642302
rec_19_mol42.pdb,0.859173960695296
rec_19_mol43.pdb,1.7312406197098467
rec_19_mol44.pdb,2.144400787001841
rec_19_mol45.pdb,2.1690046104146483
rec_19_mol46.pdb,1.8388695254364693
rec_19_mol47.pdb,0.5635536596214483
rec_19_mol48.pdb,1.534844431390826
rec_19_mol49.pdb,3.44750633401549
rec_19_mol50.pdb,1.2223304121078051
rec_19_mol51.pdb,1.5856225606246608
rec_19_mol52.pdb,0.68594024885554
rec_19_mol53.pdb,1.735079563279186
rec_19_mol54.pdb,2.142676848010451
rec_19_mol55.pdb,0.9032348238740708
rec_19_mol56.pdb,2.1271053590110043
rec_19_mol57.pdb,1.3182965997832203
rec_19_mol58.pdb,1.1703174782938175
rec_19_mol59.pdb,3.3304085668611627
rec_19_mol6.pdb,1.729225581325673
rec_19_mol60.pdb,1.8777428544059824
rec_19_mol61.pdb,2.283743188543649
rec_19_mol62.pdb,1.6543434379010653
rec_19_mol63.pdb,0.9199560091784443
rec_19_mol64.pdb,0.9765220313837155
rec_19_mol65.pdb,4.4299516628620355
rec_19_mol66.pdb,4.1749971161666695
rec_19_mol67.pdb,2.34468423415494
rec_19_mol68.pdb,3.005284536089244
rec_19_mol69.pdb,2.764925589145847
rec_19_mol7.pdb,2.360783288834896
rec_19_mol70.pdb,0.7009869572864494
rec_19_mol71.pdb,1.6100662808007091
rec_19_mol72.pdb,1.9998930735305713
rec_19_mol73.pdb,3.001423224905145
rec_19_mol74.pdb,0.6928760181090038
rec_19_mol75.pdb,2.9122500060195686
rec_19_mol76.pdb,0.65087395791421
rec_19_mol77.pdb,2.762275423478172
