docked_file,ligand_RMSD_A,pocket_RMSD_A
rec_10_mol0.pdb,3.1013091671099158,2.02665114402771
rec_10_mol1.pdb,1.5224437756449334,2.049041271209717
rec_10_mol10.pdb,3.7487091542995725,2.087069272994995
rec_10_mol11.pdb,1.9924828732011728,1.8417906761169434
rec_10_mol12.pdb,2.7392194822783047,2.2424726486206055
rec_10_mol13.pdb,1.3149421855045613,2.1979198455810547
rec_10_mol14.pdb,1.1306196309988605,2.2183730602264404
rec_10_mol15.pdb,0.9637888636440091,2.1438539028167725
rec_10_mol16.pdb,0.8278945235386347,2.2090718746185303
rec_10_mol17.pdb,1.9004682317786847,1.9000271558761597
rec_10_mol18.pdb,0.8998774589778714,2.0656116008758545
rec_10_mol19.pdb,3.153336749198562,2.4546804428100586
rec_10_mol2.pdb,4.402147610352625,2.0771570205688477
rec_10_mol20.pdb,1.5026382439921104,2.189300537109375
rec_10_mol21.pdb,5.023024025535923,1.8868114948272705
rec_10_mol23.pdb,2.5716339601506273,1.8543204069137573
rec_10_mol24.pdb,7.423452064609534,1.6565587520599365
rec_10_mol25.pdb,9.901082337977734,1.726808786392212
rec_10_mol26.pdb,3.747013669734402,2.014417886734009
rec_10_mol27.pdb,4.861947095814597,2.203303098678589
rec_10_mol28.pdb,1.1681059793303723,2.4029664993286133
rec_10_mol29.pdb,3.6817948907628,2.036231279373169
rec_10_mol3.pdb,1.672269545388073,2.2463648319244385
rec_10_mol30.pdb,4.358919154382705,2.133209705352783
rec_10_mol31.pdb,3.278376713405584,1.9467406272888184
rec_10_mol32.pdb,1.67350936657074,2.102647066116333
rec_10_mol34.pdb,1.3428230548947082,2.254786491394043
rec_10_mol36.pdb,3.727735392969839,1.61243736743927
rec_10_mol37.pdb,3.34584327935425,2.1378531455993652
rec_10_mol38.pdb,3.07886009750362,1.7466654777526855
rec_10_mol39.pdb,1.9332589997204201,2.844935178756714
rec_10_mol4.pdb,3.590276093641188,2.06416654586792
rec_10_mol40.pdb,0.7911892314737355,2.4924442768096924
rec_10_mol41.pdb,1.8193773730705305,2.1081430912017822
rec_10_mol43.pdb,2.0057463324159412,2.0444083213806152
