N,percent
1,37.5
2,50.0
3,50.0
4,62.5
5,50.0
6,62.5
7,62.5
8,75.0
9,62.5
10,62.5
11,75.0
12,75.0
13,75.0
14,75.0
15,75.0
16,75.0
17,75.0
18,75.0
19,75.0
20,75.0
