N,percent
1,37.5
2,75.0
3,62.5
4,75.0
5,87.5
6,75.0
7,87.5
8,87.5
9,75.0
10,87.5
11,62.5
12,75.0
13,87.5
14,87.5
15,87.5
16,87.5
17,87.5
18,87.5
19,87.5
20,87.5
