N,percent
1,66.66666666666667
2,33.333333333333336
3,33.333333333333336
4,33.333333333333336
5,100.0
6,100.0
7,33.333333333333336
8,33.333333333333336
9,100.0
10,100.0
11,100.0
12,66.66666666666667
13,100.0
14,100.0
15,100.0
16,66.66666666666667
17,100.0
18,100.0
19,100.0
20,100.0
