N,percent
1,50.0
2,25.0
3,50.0
4,75.0
5,50.0
6,50.0
7,75.0
8,75.0
9,50.0
10,75.0
11,75.0
12,75.0
13,75.0
14,75.0
15,75.0
16,75.0
17,75.0
18,75.0
19,75.0
20,75.0
