N,percent
1,0.0
2,50.0
3,75.0
4,50.0
5,50.0
6,25.0
7,50.0
8,50.0
9,75.0
10,75.0
11,50.0
12,75.0
13,75.0
14,75.0
15,75.0
16,75.0
17,75.0
18,75.0
19,75.0
20,75.0
