N,percent
1,25.0
2,25.0
3,25.0
4,25.0
5,25.0
6,25.0
7,50.0
8,25.0
9,25.0
10,50.0
11,25.0
12,50.0
13,50.0
14,50.0
15,50.0
16,50.0
17,50.0
18,50.0
19,50.0
20,50.0
