N,percent
1,0.0
2,33.333333333333336
3,66.66666666666667
4,100.0
5,66.66666666666667
6,100.0
7,66.66666666666667
8,66.66666666666667
9,33.333333333333336
10,100.0
11,33.333333333333336
12,66.66666666666667
13,66.66666666666667
14,100.0
15,66.66666666666667
16,100.0
17,100.0
18,100.0
19,100.0
20,100.0
