docked_file,ligand_RMSD_A,pocket_RMSD_A
complex-SARS-mol0.pdb,2.159777812646477,1.0246763229370117
complex-SARS-mol1.pdb,2.377634486206827,1.1000601053237915
complex-SARS-mol10.pdb,1.1737735401385618,1.1871882677078247
complex-SARS-mol12.pdb,2.3598159122132563,0.9334642291069031
complex-SARS-mol13.pdb,2.2201805903256018,0.9144030213356018
complex-SARS-mol14.pdb,1.0114069532092407,0.9524945616722107
complex-SARS-mol15.pdb,0.8035889398259078,0.9821297526359558
complex-SARS-mol16.pdb,0.7874679943370796,0.9837468862533569
complex-SARS-mol17.pdb,1.9040986175759247,1.3323724269866943
complex-SARS-mol19.pdb,2.1015260480824955,2.0608136653900146
complex-SARS-mol2.pdb,4.4257719759758665,0.9709880352020264
complex-SARS-mol20.pdb,0.9867263798632064,0.9963732361793518
complex-SARS-mol21.pdb,1.0955979341589384,1.2309616804122925
complex-SARS-mol23.pdb,0.9010880228923253,1.1855841875076294
complex-SARS-mol24.pdb,7.336628717908821,1.453285813331604
complex-SARS-mol25.pdb,4.787913130617708,1.1803200244903564
complex-SARS-mol27.pdb,0.687758224232906,0.997527003288269
complex-SARS-mol28.pdb,0.9622587325771863,0.6899219155311584
complex-SARS-mol3.pdb,0.8293596846281391,0.9420287609100342
complex-SARS-mol30.pdb,2.7669174183556686,0.9655907154083252
complex-SARS-mol31.pdb,2.2040420935181797,1.0360209941864014
complex-SARS-mol32.pdb,1.5047678131288462,0.9847713112831116
complex-SARS-mol34.pdb,1.0744773965401393,0.8984023928642273
complex-SARS-mol36.pdb,2.9503857035987684,1.3306357860565186
complex-SARS-mol37.pdb,0.6545863913571682,1.1189321279525757
complex-SARS-mol38.pdb,3.0757563001937944,1.4257385730743408
complex-SARS-mol39.pdb,1.0571924328143858,1.643297791481018
complex-SARS-mol4.pdb,0.8434042413254241,0.9525286555290222
complex-SARS-mol40.pdb,3.1319945242608584,1.538267970085144
complex-SARS-mol41.pdb,1.7134454567722115,0.4015255570411682
complex-SARS-mol43.pdb,1.1746816696450149,0.9574372172355652
complex-SARS-mol44.pdb,0.8127912576863928,1.145348072052002
complex-SARS-mol45.pdb,1.037259876444689,1.0136858224868774
complex-SARS-mol46.pdb,1.5106982790493213,0.9635747075080872
complex-SARS-mol48.pdb,4.120690625037595,1.851987361907959
complex-SARS-mol49.pdb,2.2341363711734337,0.9932039380073547
complex-SARS-mol5.pdb,2.181919663201802,1.1518598794937134
complex-SARS-mol50.pdb,1.4162654927470153,1.002805233001709
complex-SARS-mol51.pdb,2.762003676743539,1.9378286600112915
complex-SARS-mol52.pdb,5.935316448492868,1.7821948528289795
complex-SARS-mol53.pdb,0.6542412084419091,0.9889513850212097
complex-SARS-mol54.pdb,1.3808204083080464,1.2405309677124023
complex-SARS-mol55.pdb,1.1359513267154833,0.9412927031517029
complex-SARS-mol56.pdb,1.1350470348970436,1.2364599704742432
complex-SARS-mol57.pdb,4.901942121121335,1.4255040884017944
complex-SARS-mol58.pdb,3.748778980702096,1.0024641752243042
complex-SARS-mol59.pdb,1.5985531204646806,0.811506986618042
complex-SARS-mol6.pdb,3.484452741071675,1.9508681297302246
complex-SARS-mol61.pdb,3.6399857829392683,2.0754802227020264
complex-SARS-mol62.pdb,3.2791145492758753,1.7878724336624146
complex-SARS-mol63.pdb,0.5854133532109147,1.246212363243103
complex-SARS-mol64.pdb,0.6187025323444312,0.9615376591682434
complex-SARS-mol65.pdb,0.8046532135756667,0.9447597861289978
complex-SARS-mol66.pdb,0.7466555430719037,1.0466850996017456
complex-SARS-mol67.pdb,0.9240985414368503,0.9615817070007324
complex-SARS-mol69.pdb,3.336451641423199,1.0825687646865845
complex-SARS-mol7.pdb,3.1654512741836305,2.034642457962036
complex-SARS-mol70.pdb,3.2560111780623036,2.687767744064331
complex-SARS-mol71.pdb,1.374048186693188,0.9672678112983704
complex-SARS-mol72.pdb,0.9463044596929587,0.98819899559021
complex-SARS-mol73.pdb,3.977100668925697,0.8883824348449707
complex-SARS-mol74.pdb,4.9797176775544365,0.0
complex-SARS-mol75.pdb,2.1618013784804564,1.0178086757659912
complex-SARS-mol76.pdb,0.7781324508790975,1.0534732341766357
complex-SARS-mol77.pdb,0.7079644806643571,0.9380988478660583
complex-SARS-mol78.pdb,0.6023308513976804,1.0337371826171875
complex-SARS-mol79.pdb,3.171418423168853,2.42191481590271
complex-SARS-mol8.pdb,0.6888107556817454,1.0400404930114746
complex-SARS-mol80.pdb,1.6753124484704343,0.5772337913513184
complex-SARS-mol81.pdb,0.7313052372299819,1.8827282190322876
complex-SARS-mol82.pdb,3.3730860446015467,1.2652806043624878
complex-SARS-mol83.pdb,1.2652786781311591,2.6379482746124268
complex-SARS-mol84.pdb,1.1558238082318932,1.5159976482391357
complex-SARS-mol85.pdb,2.151769873437978,1.090128779411316
complex-SARS-mol86.pdb,3.1135676902718474,1.1313047409057617
complex-SARS-mol87.pdb,0.968600684345353,0.9686723947525024
complex-SARS-mol88.pdb,0.8508618625199447,1.6779099702835083
complex-SARS-mol89.pdb,3.2461510028545093,1.5189491510391235
complex-SARS-mol9.pdb,1.5054269604777686,0.9362183809280396
complex-SARS-mol90.pdb,0.983769375519754,0.9341801404953003
complex-SARS-mol91.pdb,2.248717195424983,1.0428028106689453
complex-SARS-mol92.pdb,0.8139417976735189,0.6323800086975098
complex-SARS-mol95.pdb,2.2495901126649716,1.0379962921142578
complex-SARS-mol96.pdb,0.8165285284898731,0.9488748908042908
complex-SARS-mol97.pdb,2.663441072715161,0.9469485282897949
