N,percent
1,20.0
2,20.0
3,20.0
4,40.0
5,40.0
6,40.0
7,40.0
8,60.0
9,60.0
10,60.0
11,60.0
12,80.0
13,80.0
14,80.0
15,80.0
16,80.0
17,80.0
18,80.0
19,80.0
20,80.0
