N,percent
1,16.666666666666668
2,16.666666666666668
3,33.333333333333336
4,33.333333333333336
5,50.0
6,50.0
7,50.0
8,50.0
9,50.0
10,50.0
11,50.0
12,66.66666666666667
13,66.66666666666667
14,66.66666666666667
15,66.66666666666667
16,66.66666666666667
17,66.66666666666667
18,66.66666666666667
19,66.66666666666667
20,66.66666666666667
