N,percent
1,37.5
2,50.0
3,57.291666666666664
4,67.70833333333333
5,76.04166666666667
6,76.04166666666667
7,76.04166666666667
8,77.08333333333333
9,79.16666666666667
10,79.16666666666667
11,79.16666666666667
12,81.25
13,81.25
14,81.25
15,81.25
16,81.25
17,81.25
18,81.25
19,81.25
20,81.25
