N,Iteration,Molecule,RMSD
1,2,mol75,4.550469260336597
1,2,mol76,0.6893420591734225
1,2,mol77,6.474060606713064
1,2,mol79,3.746964028917278
1,2,mol80,2.1368458101336447
1,2,mol81,0.887150458651583
1,2,mol82,0.8603339905490878
1,2,mol83,1.0437770438979874
1,2,mol84,5.979148085997346
1,2,mol85,0.871659029565764
1,2,mol86,0.919767110196924
1,2,mol87,0.7179690115728864
1,2,mol88,3.284025035810984
1,2,mol89,2.85867763047882
1,2,mol90,3.909774993488229
1,2,mol91,0.6821483672926296
1,2,mol92,1.6851892966535111
1,2,mol93,0.5330007651260927
1,2,mol94,5.355741745884608
1,2,mol95,5.971719894314689
1,2,mol96,5.376279265355447
1,3,mol0,1.757405576341471
1,3,mol1,4.891913145692592
1,3,mol2,0.7978029609781194
1,3,mol3,2.547817550562124
1,3,mol4,0.7517815738514805
1,3,mol5,4.869460227356463
1,3,mol6,5.257286138382933
1,3,mol7,3.956366377252318
1,3,mol8,1.853787490730659
1,3,mol9,0.7496046153997264
1,3,mol10,0.8947014750595219
1,3,mol11,3.4366217545619677
1,3,mol12,3.1898198392829857
1,3,mol13,6.42685910485707
1,3,mol14,0.9760053482075444
1,3,mol15,5.261340667373468
1,3,mol16,3.4918119456809245
1,3,mol17,6.043879423066894
1,3,mol18,3.6679243919415785
1,3,mol19,9.845783721185375
1,3,mol20,6.0733318339611095
1,3,mol21,6.303893516867175
1,3,mol22,2.3082234994326987
1,3,mol23,1.6209789678846307
1,3,mol24,1.4431587128678245
1,3,mol25,2.509917601187338
1,3,mol26,3.7348721824031528
1,3,mol27,4.032751330791424
1,3,mol28,5.828770554096953
1,3,mol29,0.9724017489093956
1,3,mol30,0.9369419396126571
1,3,mol31,1.193416525226179
1,3,mol32,3.694672518854539
1,3,mol33,2.3628681328419496
1,3,mol34,0.8415568261943371
1,3,mol35,4.9302643056154505
1,3,mol36,2.654979720234628
1,3,mol37,5.018222481284251
1,3,mol38,6.252142375618136
1,3,mol39,5.214500650165021
1,3,mol40,5.417326781804578
1,3,mol41,4.464093846459772
1,3,mol42,2.623037274149749
1,3,mol43,3.704549057015352
1,3,mol44,2.186919884960419
1,3,mol45,1.3139596095118644
1,3,mol46,2.1861832636138407
1,3,mol47,5.953492170045065
1,3,mol48,1.7892858460982748
1,3,mol49,4.137977393467267
1,3,mol50,1.2234079318556317
1,3,mol51,2.480790088286968
1,3,mol52,6.335386051536244
1,3,mol53,7.99543478590638
1,3,mol54,6.237870686780866
1,3,mol55,5.241740231433024
1,3,mol56,1.3129791447632877
1,3,mol57,5.5770157266453895
1,3,mol58,1.181585127578325
1,3,mol59,2.473878902149416
1,3,mol60,4.780562081729796
1,3,mol61,1.4221715754436943
1,3,mol62,2.023665824555449
1,3,mol63,0.9260618798407142
1,3,mol64,1.01669568387552
1,3,mol65,3.6273933201161865
1,3,mol66,1.0124429868392588
1,3,mol67,5.734104771728354
1,3,mol68,6.246691115782819
1,3,mol69,5.381920531115565
1,3,mol70,6.520102119840061
1,3,mol71,1.583009511206875
1,3,mol72,1.8309077299404133
1,3,mol73,5.612906113619975
1,3,mol74,0.7016377507199099
1,3,mol75,4.547948443569457
1,3,mol76,0.844405203248255
1,3,mol77,2.7621863112726155
1,3,mol79,2.8128318709087465
1,3,mol80,2.1317567160175
1,3,mol81,6.332620654921851
1,3,mol82,0.8398547346381503
1,3,mol83,3.3993371608532583
1,3,mol84,6.260768792134989
1,3,mol85,0.979874907532469
1,3,mol86,2.9806060125417444
1,3,mol87,6.206543319373767
1,3,mol88,2.3877999397981404
1,3,mol89,3.9626434655416576
1,3,mol90,1.05722062906917
1,3,mol91,3.561103074437008
1,3,mol92,1.6379072970420834
1,3,mol93,0.9453660385665436
1,3,mol94,5.460788741234079
1,3,mol95,5.971719894314689
1,3,mol96,1.4907996246676112
1,4,mol0,6.147247050608875
1,4,mol1,4.774293213834553
1,4,mol2,0.7978029609781194
1,4,mol3,2.7436370411935918
1,4,mol4,2.980391563857516
1,4,mol5,5.319741065976075
1,4,mol6,4.761557274061362
1,4,mol7,3.87907286745849
1,4,mol8,1.8334219782317325
1,4,mol9,0.7268601119099288
1,4,mol10,0.8861188989960065
1,4,mol11,3.436550645788802
1,4,mol12,3.7072572822888
1,4,mol13,1.7786764212691828
1,4,mol14,0.9760053482075444
1,4,mol15,1.6114232879336008
1,4,mol16,3.491915641592735
1,4,mol17,1.2607450384594026
1,4,mol18,3.466311798824028
1,4,mol19,10.010838444214045
1,4,mol20,5.626249563358276
1,4,mol21,2.967774248826888
1,4,mol22,4.716744539227594
1,4,mol23,1.4901250440002536
1,4,mol24,1.4473500638644476
1,4,mol25,2.633594428675379
1,4,mol26,4.008545051973808
1,4,mol27,4.030495607242365
1,4,mol28,1.910412736449834
1,4,mol29,2.170411103029527
1,4,mol30,0.9394011994828108
1,4,mol31,2.5718237692820054
1,4,mol32,7.062218301824971
1,4,mol33,4.318927625834913
1,4,mol34,6.473267665031537
1,4,mol35,4.8781572724583935
1,4,mol36,2.3990537159471854
1,4,mol37,5.008291012411319
1,4,mol38,6.475855062074815
1,4,mol39,1.555733969821686
1,4,mol40,2.072719437495444
1,4,mol41,1.6409307761466552
1,4,mol42,2.623037274149749
1,4,mol43,2.1078454321494577
1,4,mol44,2.684723104519566
1,4,mol45,2.6812414253742345
1,4,mol46,5.765225433488908
1,4,mol47,5.915138466628989
1,4,mol48,1.7889351450886457
1,4,mol49,3.576579953348213
1,4,mol50,3.279104604017827
1,4,mol51,2.1256460228654745
1,4,mol52,3.1528101626961305
1,4,mol53,3.926358011422753
1,4,mol54,2.142720462402877
1,4,mol55,0.9508294959108694
1,4,mol56,3.794836777506599
1,4,mol57,1.685069194499146
1,4,mol58,1.1703168274323958
1,4,mol59,1.2086721043497834
1,4,mol60,4.780562081729796
1,4,mol61,1.4312677647422385
1,4,mol62,7.471729535283049
1,4,mol63,5.171415849421419
1,4,mol64,1.01669568387552
1,4,mol65,4.535523418007465
1,4,mol66,2.260241580362595
1,4,mol67,5.734104771728354
1,4,mol68,5.681770142079717
1,4,mol69,5.411514253085855
1,4,mol70,6.394274762093263
1,4,mol71,1.6100256425642063
1,4,mol72,5.005033400265954
1,4,mol73,2.7714724340704717
1,4,mol74,0.7267165870827338
1,4,mol75,2.9542085294727856
1,4,mol76,0.9061960397310516
1,4,mol77,5.266592836843467
1,4,mol79,3.1828347905601384
1,4,mol80,1.2102902127766122
1,4,mol81,0.8863406950570903
1,4,mol82,3.77966980801856
1,4,mol83,1.0437770438979874
1,4,mol84,1.736726205907458
1,4,mol85,3.668375775262045
1,4,mol86,6.209689044308096
1,4,mol87,0.6510038535741716
1,4,mol88,2.739041293601751
1,4,mol89,3.4043925941348188
1,4,mol90,6.587787797017252
1,4,mol91,5.9655457016545785
1,4,mol92,1.6379072970420834
1,4,mol93,0.6037553907626831
1,4,mol94,4.234339680090496
1,4,mol95,5.840921790068097
1,4,mol96,1.4907996246676112
1,5,mol0,6.288186864872971
1,5,mol1,4.947663476665862
1,5,mol2,3.203362359610554
1,5,mol3,1.8146104053855012
1,5,mol4,0.7517815738514805
1,5,mol5,4.86874334677586
1,5,mol6,4.508445157177558
1,5,mol7,2.9356322990563983
1,5,mol8,3.673174120387463
1,5,mol9,0.7268601119099288
1,5,mol10,0.8748567630129368
1,5,mol11,4.1221487433740185
1,5,mol12,4.392160448695304
1,5,mol13,2.8209995449541605
1,5,mol14,7.261774946213869
1,5,mol15,0.8994408685692635
1,5,mol16,3.300637190604263
1,5,mol17,6.043879423066894
1,5,mol18,4.74912174898335
1,5,mol19,3.989997526796997
1,5,mol20,5.5811827045548
1,5,mol21,6.303893516867175
1,5,mol22,1.19470296447834
1,5,mol23,1.584627076343542
1,5,mol24,6.192315599277271
1,5,mol25,2.440818702761432
1,5,mol26,3.960996134111273
1,5,mol27,4.098898221717636
1,5,mol28,2.2788592834675323
1,5,mol29,0.9159690019668256
1,5,mol30,2.737732773992902
1,5,mol31,3.335786932095853
1,5,mol32,7.062218301824971
1,5,mol33,2.3628681328419496
1,5,mol34,1.0032078236480075
1,5,mol35,2.550308169993478
1,5,mol36,1.126737325454087
1,5,mol37,5.030950449467774
1,5,mol38,6.507298484394274
1,5,mol39,1.555733969821686
1,5,mol40,5.424000750447695
1,5,mol41,0.9469003596221894
1,5,mol42,2.825473961079245
1,5,mol43,6.184087419359286
1,5,mol44,5.519385758743768
1,5,mol45,5.619529360415464
1,5,mol46,5.765225433488908
1,5,mol47,5.922775785103305
1,5,mol48,2.507776668684833
1,5,mol49,3.5489529107459723
1,5,mol50,3.5668134906129
1,5,mol51,2.480790088286968
1,5,mol52,6.443596500945726
1,5,mol53,1.6839259329020382
1,5,mol54,3.059888694054083
1,5,mol55,5.320627244729041
1,5,mol56,1.3127072158647313
1,5,mol57,2.442676159512349
1,5,mol58,0.828432079809288
1,5,mol59,2.355708689132754
1,5,mol60,3.316991422824441
1,5,mol61,2.8789404961276817
1,5,mol62,1.6542441956819338
1,5,mol63,5.217565157235701
1,5,mol64,1.01669568387552
1,5,mol65,3.671423020157332
1,5,mol66,5.274569505997622
1,5,mol67,5.536293121565614
1,5,mol68,6.246691115782819
1,5,mol69,5.411514253085855
1,5,mol70,0.7010125423781148
1,5,mol71,1.361617579414803
1,5,mol72,5.456157360063745
1,5,mol73,2.7714724340704717
1,5,mol74,3.5976671114765475
1,5,mol75,4.547948443569457
1,5,mol76,3.756029793262933
1,5,mol77,2.465887732458821
1,5,mol79,0.8520230478103276
1,5,mol80,6.336048701043892
1,5,mol81,0.8753681212577288
1,5,mol82,4.077128680968565
1,5,mol83,1.0658035918103248
1,5,mol84,6.232437760161406
1,5,mol85,6.048594198776322
1,5,mol86,1.3713249002333474
1,5,mol87,1.0296413716486563
1,5,mol88,2.96401358844726
1,5,mol89,1.0093883915520327
1,5,mol90,3.9569725600365686
1,5,mol91,3.5438478250010546
1,5,mol92,3.890608314190012
1,5,mol93,0.5352109076102616
1,5,mol94,5.404886270645397
1,5,mol95,1.991481835539067
1,5,mol96,1.479550024654302
1,6,mol0,1.8969326572384064
1,6,mol1,4.946060940957629
1,6,mol2,0.5640752751722113
1,6,mol3,2.2158694154192564
1,6,mol4,2.980391563857516
1,6,mol5,1.1003184477466574
1,6,mol6,5.124049716966497
1,6,mol7,0.991250420056989
1,6,mol8,1.976384280434189
1,6,mol9,2.875357249754244
1,6,mol10,4.982048683761372
1,6,mol11,3.4366217545619677
1,6,mol12,3.054500770516081
1,6,mol13,1.614495166656715
1,6,mol14,1.2923759250394686
1,6,mol15,0.8881170425770408
1,6,mol16,3.3035154814227834
1,6,mol17,6.065547881083314
1,6,mol18,4.749128339671046
1,6,mol19,3.989997526796997
1,6,mol20,4.359288250608336
1,6,mol21,2.665472217182432
1,6,mol22,1.167364052755894
1,6,mol23,1.338806621988807
1,6,mol24,1.4431587128678245
1,6,mol25,2.633594428675379
1,6,mol26,4.176212313275697
1,6,mol27,4.032751330791424
1,6,mol28,1.0765240373892833
1,6,mol29,0.8985943708555788
1,6,mol30,0.9148731610279264
1,6,mol31,2.5508642921232147
1,6,mol32,1.2408167367546772
1,6,mol33,4.318939639911631
1,6,mol34,0.8489776879114249
1,6,mol35,4.878578794306603
1,6,mol36,1.1322563568884412
1,6,mol37,5.019034650043107
1,6,mol38,6.201108767793063
1,6,mol39,1.5555738974961717
1,6,mol40,5.418305147579426
1,6,mol41,0.9183759501366928
1,6,mol42,2.825473961079245
1,6,mol43,1.360848829979126
1,6,mol44,5.533713186486459
1,6,mol45,5.608505958783881
1,6,mol46,4.903512547036804
1,6,mol47,5.954166485238668
1,6,mol48,3.751591799426453
1,6,mol49,3.576579953348213
1,6,mol50,3.4907813731312367
1,6,mol51,2.230534127843865
1,6,mol52,2.088690139058448
1,6,mol53,7.99543478590638
1,6,mol54,1.996986472162493
1,6,mol55,0.9031965526102604
1,6,mol56,2.127283541965355
1,6,mol57,2.404213455633672
1,6,mol58,6.387596222322493
1,6,mol59,3.362080053949737
1,6,mol60,3.984124268895236
1,6,mol61,3.1476037536513384
1,6,mol62,1.665482560385238
1,6,mol63,5.171415849421419
1,6,mol64,1.01669568387552
1,6,mol65,3.717503135644866
1,6,mol66,1.1388793586679846
1,6,mol67,5.708776453524502
1,6,mol68,2.273311012346781
1,6,mol69,3.007776707497111
1,6,mol70,0.7232117860133173
1,6,mol71,1.583009511206875
1,6,mol72,1.9572517705531225
1,6,mol73,1.065630307758043
1,6,mol74,3.5976671114765475
1,6,mol75,2.9542085294727856
1,6,mol76,6.006995999766616
1,6,mol77,5.266592836843467
1,6,mol79,3.073251754087192
1,6,mol80,1.2462686659441795
1,6,mol81,6.341178215825285
1,6,mol82,0.5772056560808849
1,6,mol83,1.295128978133066
1,6,mol84,5.712896320231472
1,6,mol85,0.6696890843562273
1,6,mol86,0.919767110196924
1,6,mol87,0.7179690115728864
1,6,mol88,2.88317380430548
1,6,mol89,3.404340923732522
1,6,mol90,0.7257283155156455
1,6,mol91,5.228457142323885
1,6,mol92,4.17841917684277
1,6,mol93,2.658975467050232
1,6,mol94,6.074228548982807
1,6,mol95,5.840921790068097
1,6,mol96,5.376279265355447
1,7,mol0,6.2795324557004335
1,7,mol1,4.94880276683159
1,7,mol2,5.943035541146742
1,7,mol3,2.5473491355861357
1,7,mol4,0.7226006744963701
1,7,mol5,4.86874334677586
1,7,mol6,5.494527521568872
1,7,mol7,2.9356322990563983
1,7,mol8,1.8268335930179704
1,7,mol9,0.7268601119099288
1,7,mol10,0.7060418006113565
1,7,mol11,3.436550645788802
1,7,mol12,3.1898198392829857
1,7,mol13,6.425251927561408
1,7,mol14,1.3748295704696774
1,7,mol15,4.336422246173135
1,7,mol16,3.491862318018854
1,7,mol17,1.2418680861623634
1,7,mol18,4.748463118385428
1,7,mol19,10.508795891269322
1,7,mol20,6.0733318339611095
1,7,mol21,0.6454043144749321
1,7,mol22,2.3082234994326987
1,7,mol23,1.5697056130439304
1,7,mol24,1.4431587128678245
1,7,mol25,2.421434063680033
1,7,mol26,4.080695914279183
1,7,mol27,4.099239895395242
1,7,mol28,5.85286316066213
1,7,mol29,6.169594342085826
1,7,mol30,2.703170655559305
1,7,mol31,5.793503518786808
1,7,mol32,1.8628948385439483
1,7,mol33,4.318860336385052
1,7,mol34,0.8415568261943371
1,7,mol35,4.933827594893141
1,7,mol36,1.0941637305005394
1,7,mol37,5.019377616630705
1,7,mol38,2.936079566360557
1,7,mol39,4.524285957458607
1,7,mol40,2.1354761980143246
1,7,mol41,1.535503429018091
1,7,mol42,1.9343102862995405
1,7,mol43,1.776192741433829
1,7,mol44,2.1410238234655545
1,7,mol45,2.1688964299846134
1,7,mol46,5.476816460413169
1,7,mol47,0.6266116486164443
1,7,mol48,3.7515679199629632
1,7,mol49,3.5123006060569044
1,7,mol50,3.271079819556394
1,7,mol51,1.972890397180166
1,7,mol52,6.443596500945726
1,7,mol53,7.767136563007574
1,7,mol54,2.119050991599778
1,7,mol55,5.199003822651141
1,7,mol56,3.8823309376691904
1,7,mol57,2.404213455633672
1,7,mol58,1.156496614533986
1,7,mol59,2.355708689132754
1,7,mol60,3.984124268895236
1,7,mol61,6.255291254434511
1,7,mol62,7.471729535283049
1,7,mol63,0.9260618798407142
1,7,mol64,1.2932188232167914
1,7,mol65,4.552945568724131
1,7,mol66,1.1388793586679846
1,7,mol67,5.708776453524502
1,7,mol68,2.268814320678157
1,7,mol69,2.903403635064906
1,7,mol70,6.335022541531663
1,7,mol71,3.8664727009067503
1,7,mol72,5.461999931242116
1,7,mol73,1.0933039388991972
1,7,mol74,2.323592922292846
1,7,mol75,2.9134258129077306
1,7,mol76,5.956054381022471
1,7,mol77,6.474060606713064
1,7,mol79,2.8138451066112364
1,7,mol80,3.722434829785473
1,7,mol81,4.053488924617903
1,7,mol82,0.8603339905490878
1,7,mol83,3.3993371608532583
1,7,mol84,5.708856396862685
1,7,mol85,0.7087111701159075
1,7,mol86,6.209689044308096
1,7,mol87,2.535732685874149
1,7,mol88,2.861207393207358
1,7,mol89,3.4043925941348188
1,7,mol90,6.587787797017252
1,7,mol91,0.6821483672926296
1,7,mol92,1.6859355845301995
1,7,mol93,0.6233132915115803
1,7,mol94,5.344293398752023
1,7,mol95,5.836005998024193
1,7,mol96,4.727540157321872
1,8,mol0,6.2795324557004335
1,8,mol1,4.730884102540101
1,8,mol2,5.416243921675879
1,8,mol3,2.950938887637531
1,8,mol4,0.7738850240408989
1,8,mol5,4.489089292222688
1,8,mol6,4.172909227219196
1,8,mol7,1.1180603672149556
1,8,mol8,1.8268335930179704
1,8,mol9,2.875357249754244
1,8,mol10,0.8311286891298704
1,8,mol11,3.436529183170967
1,8,mol12,4.392160448695304
1,8,mol13,1.8188601421885369
1,8,mol14,0.9441874652098804
1,8,mol15,1.6114232879336008
1,8,mol16,2.8942264237616246
1,8,mol17,3.8920436857774345
1,8,mol18,3.6679243919415785
1,8,mol19,9.843813872225828
1,8,mol20,4.727146843956122
1,8,mol21,1.0504699345667023
1,8,mol22,1.167364052755894
1,8,mol23,1.584627076343542
1,8,mol24,1.7499135623765747
1,8,mol25,2.440818702761432
1,8,mol26,3.9984693984073454
1,8,mol27,4.097671519289949
1,8,mol28,5.85286316066213
1,8,mol29,0.9277635155411268
1,8,mol30,0.9369419396126571
1,8,mol31,1.193416525226179
1,8,mol32,7.239022478753243
1,8,mol33,3.514003625097732
1,8,mol34,4.099366724646973
1,8,mol35,4.92164403170716
1,8,mol36,6.83055885021758
1,8,mol37,5.018222481284251
1,8,mol38,6.2585463212314725
1,8,mol39,1.7174739246928905
1,8,mol40,2.1315649243153323
1,8,mol41,2.0342731901357944
1,8,mol42,2.615989193905736
1,8,mol43,1.415563633033382
1,8,mol44,2.1443425663962423
1,8,mol45,1.9885429076156675
1,8,mol46,2.154018322992976
1,8,mol47,5.953812832381474
1,8,mol48,1.788854502055382
1,8,mol49,1.1965938169204735
1,8,mol50,1.2234079318556317
1,8,mol51,2.282300362155524
1,8,mol52,2.036274980693914
1,8,mol53,3.866627347896355
1,8,mol54,1.9960865136561596
1,8,mol55,5.3204183681969095
1,8,mol56,3.794836777506599
1,8,mol57,2.3972445401439546
1,8,mol58,1.156496614533986
1,8,mol59,1.180610642492548
1,8,mol60,3.8174816673965952
1,8,mol61,1.4002712053515154
1,8,mol62,5.23043377953543
1,8,mol63,0.9048494346640024
1,8,mol64,1.281729180204964
1,8,mol65,3.850779870440303
1,8,mol66,4.175060444304968
1,8,mol67,3.630816446026546
1,8,mol68,5.741033597234162
1,8,mol69,2.7695199394723877
1,8,mol70,6.335022541531663
1,8,mol71,1.361617579414803
1,8,mol72,5.455360105641261
1,8,mol73,1.5907800552126934
1,8,mol74,0.6929289652499406
1,8,mol75,4.550469260336597
1,8,mol76,0.8656816627445223
1,8,mol77,1.9096940259442805
1,8,mol79,3.078716907089705
1,8,mol80,2.5867922737851
1,8,mol81,4.035500715152954
1,8,mol82,3.8019696836369055
1,8,mol83,1.236170130302715
