N,Iteration,Molecule,RMSD
1,0,mol91,0.6818953393472705
1,0,mol92,3.915416062608587
1,0,mol93,0.5330007651260927
1,0,mol94,4.795032736969698
1,0,mol95,2.0826002961657677
1,0,mol96,4.330644811635498
1,1,mol0,2.3624347886212234
1,1,mol1,3.768734180729651
1,1,mol2,4.9359547516159425
1,1,mol3,1.4738164499337214
1,1,mol4,2.9803915638575154
1,1,mol5,5.320809683351925
1,1,mol6,3.7387815159710347
1,1,mol7,1.1178063552756965
1,1,mol8,5.950611360254464
1,1,mol9,0.7111466029287796
1,1,mol10,0.7160701288796264
1,1,mol11,3.434843332619824
1,1,mol12,3.6986103582404204
1,1,mol13,6.4318430894548735
1,1,mol14,7.264694117684069
1,1,mol15,1.6412870213886868
1,1,mol16,3.3034513079505197
1,1,mol17,3.8792352722816763
1,1,mol18,4.748461716177145
1,1,mol19,6.039848611810543
1,1,mol20,5.829322027984554
1,1,mol21,0.6453295131724788
1,1,mol22,5.39229678167538
1,1,mol23,1.4418949630935656
1,1,mol24,2.958762854373607
1,1,mol25,2.63358011170156
1,1,mol26,4.083948175524559
1,1,mol27,4.455482069540848
1,1,mol28,6.370192582766902
1,1,mol29,2.2804019724938516
1,1,mol30,0.9717787884028668
1,1,mol31,1.1933908965427964
1,1,mol32,1.2408813232622418
1,1,mol33,4.31920971535303
1,1,mol34,6.473240623653217
1,1,mol35,4.855097033082362
1,1,mol36,1.1267373254540867
1,1,mol37,5.008291012411319
1,1,mol38,1.6778090594581967
1,1,mol39,5.635266930602565
1,1,mol40,5.402255370623326
1,1,mol41,1.4972592615561904
1,1,mol42,0.8198255716277315
1,1,mol43,2.1077815349714655
1,1,mol44,2.043621718981797
1,1,mol45,2.1316890294519304
1,1,mol46,5.476944467396704
1,1,mol47,5.913174243239337
1,1,mol48,1.7891046686088814
1,1,mol49,3.510567785711725
1,1,mol50,3.4907813731312367
1,1,mol51,1.5856911517724768
1,1,mol52,1.1961439052221094
1,1,mol53,7.836858932880164
1,1,mol54,2.119447192076274
1,1,mol55,0.9031965526102603
1,1,mol56,1.3149858844299436
1,1,mol57,1.3182881192099096
1,1,mol58,3.948354320762729
1,1,mol59,3.381020690766161
1,1,mol60,3.8938323724250705
1,1,mol61,2.412076534754276
1,1,mol62,7.349218005016802
1,1,mol63,5.180372093097287
1,1,mol64,7.020494871149278
1,1,mol65,4.593969255063707
1,1,mol66,5.275152375581203
1,1,mol67,2.969348410980004
1,1,mol68,2.2733110123467806
1,1,mol69,3.8010457270939884
1,1,mol70,6.67397872307067
1,1,mol71,1.5341597787900527
1,1,mol72,5.02997329725627
1,1,mol73,1.5792324291606037
1,1,mol74,5.870164438347131
1,1,mol75,4.547948443569457
1,1,mol76,1.142523138947436
1,1,mol77,2.4671129710901387
1,1,mol79,0.8496433334052589
1,1,mol80,6.043941504798715
1,1,mol81,0.887150458651583
1,1,mol82,4.045582683837361
1,1,mol83,1.0437319586842912
1,1,mol84,6.26214721367314
1,1,mol85,0.8802857853126616
1,1,mol86,1.3715259246547258
1,1,mol87,0.6696666700287305
1,1,mol88,2.861207393207358
1,1,mol89,3.404340923732522
1,1,mol90,3.9573891994819608
1,1,mol91,3.5508720313797983
1,1,mol92,1.6851645844446965
1,1,mol93,0.5970732236292298
1,1,mol94,6.0742285489828065
1,1,mol95,1.9914711013308475
1,1,mol96,4.717436899708069
1,2,mol0,6.149066675461268
1,2,mol1,4.713718823993076
1,2,mol2,2.0299328099792624
1,2,mol3,2.1522867284422333
1,2,mol4,0.737906118100694
1,2,mol5,5.319741065976075
1,2,mol6,3.053525802112481
1,2,mol7,3.965820640568342
1,2,mol8,1.8528592521176277
1,2,mol9,0.9280524304770102
1,2,mol10,0.8884947993213311
1,2,mol11,4.157809959023758
1,2,mol12,4.377247937583994
1,2,mol13,6.4318430894548735
1,2,mol14,0.9760112990872319
1,2,mol15,1.6412870213886868
1,2,mol16,3.3001269030144886
1,2,mol17,6.143844891131751
1,2,mol18,3.8747322815045346
1,2,mol19,9.875868333247514
1,2,mol20,4.361005245260453
1,2,mol21,6.387254688876233
1,2,mol22,3.7997905367708538
1,2,mol23,1.6205116937126558
1,2,mol24,6.182349653991638
1,2,mol25,1.5890632176694544
1,2,mol26,4.008615250469456
1,2,mol27,4.030495607242365
1,2,mol28,1.9030409236070247
1,2,mol29,0.9077163129920025
1,2,mol30,1.303822932468504
1,2,mol31,1.5154914530099937
1,2,mol32,7.6946009451945905
1,2,mol33,3.36320135662437
1,2,mol34,6.473240623653217
1,2,mol35,4.855097033082362
1,2,mol36,2.3577927487982726
1,2,mol37,5.022192453334832
1,2,mol38,6.202715551675734
1,2,mol39,5.660506220345617
1,2,mol40,2.1324860028346526
1,2,mol41,4.464038995007479
1,2,mol42,0.8591382092722791
1,2,mol43,1.868803511831389
1,2,mol44,5.5337217032588155
1,2,mol45,5.517327446560647
1,2,mol46,2.1543032000845974
1,2,mol47,5.299805336676685
1,2,mol48,4.712276896929269
1,2,mol49,3.4761948971098144
1,2,mol50,1.2224491640294757
1,2,mol51,2.480856682920333
1,2,mol52,6.443530315518039
1,2,mol53,2.0855550170921364
1,2,mol54,2.142720462402877
1,2,mol55,0.909581859815752
1,2,mol56,1.3128418353264546
1,2,mol57,3.0212757487938764
1,2,mol58,1.15648260909659
1,2,mol59,1.1856202058416516
1,2,mol60,3.8174816673965952
1,2,mol61,2.3008481733546144
1,2,mol62,7.471750387538666
1,2,mol63,0.9048494346640025
1,2,mol64,1.281729180204964
1,2,mol65,3.6314400423491047
1,2,mol66,4.381843436910999
1,2,mol67,2.290341467646485
1,2,mol68,5.742250961724729
1,2,mol69,5.391675558448187
1,2,mol70,5.259015595174226
1,2,mol71,6.115332386574398
1,2,mol72,5.422993642199235
1,2,mol73,1.8239230066158223
1,2,mol74,3.597634413668483
1,2,mol75,5.531751152763252
1,2,mol76,0.6893552028943972
1,2,mol77,2.5190206815227603
1,2,mol79,0.8537087231603058
1,2,mol80,1.2102902127766122
1,2,mol81,0.889051773681215
1,2,mol82,0.6478580218462897
1,2,mol83,1.236148701453536
1,2,mol84,6.258496923611703
1,2,mol85,0.89257595112652
1,2,mol86,1.3715259246547258
1,2,mol87,0.7224089026524929
1,2,mol88,3.0603225006615813
1,2,mol89,1.0096243088396792
1,2,mol90,6.528209230152406
1,2,mol91,0.7650106271849316
1,2,mol92,3.914847175816701
1,2,mol93,0.5970732236292298
1,2,mol94,5.34431625849681
1,2,mol95,5.98147444765492
1,2,mol96,5.376279265355447
1,3,mol0,2.236312722743051
1,3,mol1,4.773255338340911
1,3,mol2,5.331637750629668
1,3,mol3,2.1522867284422333
1,3,mol4,0.737906118100694
1,3,mol5,4.870154868306585
1,3,mol6,3.7387815159710347
1,3,mol7,2.358571526982961
1,3,mol8,3.8097610766017165
1,3,mol9,0.9280524304770102
1,3,mol10,0.7524332479573049
1,3,mol11,3.436529183170967
1,3,mol12,3.671852784868969
1,3,mol13,6.4318430894548735
1,3,mol14,1.156494349432919
1,3,mol15,1.2853338056093075
1,3,mol16,3.3006976365610954
1,3,mol17,1.2418680861623634
1,3,mol18,3.6679243919415785
1,3,mol19,9.844464760085442
1,3,mol20,5.626249563358276
1,3,mol21,0.6542435614618501
1,3,mol22,0.8085237205343245
1,3,mol23,1.6205116937126558
1,3,mol24,1.4473536729966323
1,3,mol25,2.63358011170156
1,3,mol26,4.083948175524559
1,3,mol27,4.376638273378324
1,3,mol28,1.9030409236070247
1,3,mol29,6.404443371177185
1,3,mol30,1.303822932468504
1,3,mol31,3.335810442024839
1,3,mol32,1.8628961522882925
1,3,mol33,4.318860336385052
1,3,mol34,0.8415508135069956
1,3,mol35,4.878578794306603
1,3,mol36,1.1322563568884412
1,3,mol37,5.030952706164775
1,3,mol38,6.462733831746439
1,3,mol39,5.653194685359017
1,3,mol40,5.418274937204908
1,3,mol41,1.6411127952831597
1,3,mol42,0.8095107811121741
1,3,mol43,3.704549057015352
1,3,mol44,5.519382876921913
1,3,mol45,5.619538853322397
1,3,mol46,4.9027087130751665
1,3,mol47,0.5742531228394926
1,3,mol48,1.7886227958164589
1,3,mol49,3.5767284344022454
1,3,mol50,3.5668134906129
1,3,mol51,2.282326194342288
1,3,mol52,6.511409947315558
1,3,mol53,7.767341697321842
1,3,mol54,6.319223538932612
1,3,mol55,5.319634739313019
1,3,mol56,1.3127972112693824
1,3,mol57,1.3182881192099096
1,3,mol58,1.1385883525539107
1,3,mol59,3.3303980142936536
1,3,mol60,3.857948571573899
1,3,mol61,2.3008481733546144
1,3,mol62,7.39900955647728
1,3,mol63,5.180372093097287
1,3,mol64,0.9848986113921688
1,3,mol65,4.593969255063707
1,3,mol66,4.479571912761307
1,3,mol67,6.022053628691969
1,3,mol68,2.2733110123467806
1,3,mol69,3.8010457270939884
1,3,mol70,0.6894510665325404
1,3,mol71,1.3616361559325814
1,3,mol72,5.009369015931825
1,3,mol73,1.0933106015961336
1,3,mol74,0.6495002452112022
1,3,mol75,5.944230423142648
1,3,mol76,0.6672928860384887
1,3,mol77,6.455705937033884
1,3,mol79,2.814004067871971
1,3,mol80,6.324571884709443
1,3,mol81,4.053485692832775
1,3,mol82,0.8603426601890531
1,3,mol83,1.06479771812599
1,3,mol84,1.711286541924359
1,3,mol85,0.6696494730563937
1,3,mol86,6.189360497014211
1,3,mol87,6.06300094807149
1,3,mol88,2.9153173235420606
1,3,mol89,1.0096182025894738
1,3,mol90,1.0656060632611017
1,3,mol91,3.543809191973751
1,3,mol92,3.915416062608587
1,3,mol93,0.6230877371004825
1,3,mol94,5.362053653918432
1,3,mol95,5.883981161725322
1,3,mol96,4.717436899708069
1,4,mol0,6.246501140736269
1,4,mol1,4.948725080765751
1,4,mol2,0.5641161343467345
1,4,mol3,2.54374241817052
1,4,mol4,0.7864553029119083
1,4,mol5,1.1003301070661158
1,4,mol6,5.246049463035124
1,4,mol7,0.9927942732245022
1,4,mol8,2.7860939867302994
1,4,mol9,0.7495994583776061
1,4,mol10,0.8947014750595219
1,4,mol11,3.436395043968939
1,4,mol12,4.392158166218896
1,4,mol13,6.310977306583387
1,4,mol14,1.3748761444954605
1,4,mol15,1.1571541917225432
1,4,mol16,3.3006976365610954
1,4,mol17,6.065380071991719
1,4,mol18,3.466311798824028
1,4,mol19,9.874401321274608
1,4,mol20,5.8313318721577865
1,4,mol21,1.04897757186973
1,4,mol22,2.308420895691829
1,4,mol23,1.2637750540730326
1,4,mol24,6.18187956658729
1,4,mol25,2.63358011170156
1,4,mol26,4.087491258615639
1,4,mol27,4.019253290848936
1,4,mol28,2.323387148992299
1,4,mol29,0.8983953713890858
1,4,mol30,2.7377404005437094
1,4,mol31,2.5509536127476413
1,4,mol32,7.239267916643738
1,4,mol33,3.3634032807856986
1,4,mol34,6.473240623653217
1,4,mol35,4.933827594893141
1,4,mol36,3.966321721047996
1,4,mol37,5.018222481284251
1,4,mol38,2.4968743811013003
1,4,mol39,1.5555164550720768
1,4,mol40,2.494125983357125
1,4,mol41,0.9445480938411486
1,4,mol42,2.8253209337031167
1,4,mol43,6.229441692858376
1,4,mol44,2.1869249283088847
1,4,mol45,1.3139647999199109
1,4,mol46,5.439274196357258
1,4,mol47,5.951939940995047
1,4,mol48,1.788854502055382
1,4,mol49,1.1965938169204735
1,4,mol50,3.5191685051624444
1,4,mol51,2.154512720348352
1,4,mol52,6.463761680476778
1,4,mol53,4.25536981591815
1,4,mol54,2.5755987148622355
1,4,mol55,5.203729120515969
1,4,mol56,1.3128418353264546
1,4,mol57,3.0212757487938764
1,4,mol58,1.1703150110730258
1,4,mol59,3.3303980142936536
1,4,mol60,3.1674783616969164
1,4,mol61,3.146768981693181
1,4,mol62,5.881366085581782
1,4,mol63,5.295056601874886
1,4,mol64,1.013578444724981
1,4,mol65,3.627603561419513
1,4,mol66,5.262636346319209
1,4,mol67,2.7681939497954637
1,4,mol68,5.741061072061754
1,4,mol69,3.8010457270939884
1,4,mol70,6.67397872307067
1,4,mol71,6.127569185108049
1,4,mol72,1.6603105228306607
1,4,mol73,1.0933106015961336
1,4,mol74,5.870164438347131
1,4,mol75,5.531751152763252
1,4,mol76,0.6893552028943972
1,4,mol77,5.266589644622836
1,4,mol79,0.8467282350317602
1,4,mol80,2.1368458101336447
1,4,mol81,0.8863464748215404
1,4,mol82,0.5772187158108727
1,4,mol83,1.2951594908898694
1,4,mol84,5.682134893053591
1,4,mol85,0.708664692345026
1,4,mol86,3.308088878340484
1,4,mol87,6.06300094807149
1,4,mol88,2.8831955973363996
1,4,mol89,1.0092037331480694
1,4,mol90,1.0656060632611017
1,4,mol91,5.218063516258295
1,4,mol92,1.6389293170531474
1,4,mol93,0.5970732236292298
1,4,mol94,1.60148878608139
1,4,mol95,2.0826002961657677
1,4,mol96,4.330644811635498
1,5,mol0,6.279544125037476
1,5,mol1,4.941402551064492
1,5,mol2,4.9359547516159425
1,5,mol3,1.8154291135129665
1,5,mol4,0.7876727056997399
1,5,mol5,4.869228654818258
1,5,mol6,3.7532280131389717
1,5,mol7,2.3607375175656666
1,5,mol8,5.950611360254464
1,5,mol9,0.7111466029287796
1,5,mol10,4.048991625343928
1,5,mol11,3.4365502685417377
1,5,mol12,3.7072572822887997
1,5,mol13,1.61471737334726
1,5,mol14,0.46788438367452123
1,5,mol15,0.8994498711932051
1,5,mol16,3.49043894775428
1,5,mol17,3.8792352722816763
1,5,mol18,3.6679243919415785
1,5,mol19,6.039848611810543
1,5,mol20,4.727146843956122
1,5,mol21,1.0461705777330417
1,5,mol22,1.117198862483011
1,5,mol23,7.194471386268615
1,5,mol24,6.169667652654439
1,5,mol25,1.5890632176694544
1,5,mol26,4.081247152843429
1,5,mol27,4.03262638289242
1,5,mol28,5.85178671316806
1,5,mol29,1.5467447114206312
1,5,mol30,0.9367880712908443
1,5,mol31,2.848640639913335
1,5,mol32,1.6650889988858033
1,5,mol33,3.5140036250977316
1,5,mol34,6.441875972128439
1,5,mol35,4.864600508810829
1,5,mol36,3.9929023043395393
1,5,mol37,5.022192453334832
1,5,mol38,2.936047979853191
1,5,mol39,5.6514929543819274
1,5,mol40,5.402255370623326
1,5,mol41,2.035196981672911
1,5,mol42,6.313702805844309
1,5,mol43,6.184249302708903
1,5,mol44,5.519382876921913
1,5,mol45,2.169028520789895
1,5,mol46,5.439274196357258
1,5,mol47,5.953822717049998
1,5,mol48,1.7889453160478448
1,5,mol49,4.137977393467267
1,5,mol50,3.271079819556394
1,5,mol51,1.9728320615539576
1,5,mol52,2.036250068631061
1,5,mol53,3.8666364467242538
1,5,mol54,6.214656076566104
1,5,mol55,5.203729120515969
1,5,mol56,1.3128418353264546
1,5,mol57,1.3182881192099096
1,5,mol58,3.9517602395460605
1,5,mol59,5.801148047800538
1,5,mol60,3.9841242688952363
1,5,mol61,1.8248897794313965
1,5,mol62,2.733720676641038
1,5,mol63,5.295056601874886
1,5,mol64,3.5327787091828373
1,5,mol65,4.038132442398706
1,5,mol66,5.274968597593734
1,5,mol67,5.708770887300015
1,5,mol68,2.268814320678157
1,5,mol69,5.41160353394894
1,5,mol70,6.377952841871979
1,5,mol71,2.1288514994844387
1,5,mol72,5.009369015931825
1,5,mol73,3.0014461998031057
1,5,mol74,0.6210307402167123
1,5,mol75,4.816595911748584
1,5,mol76,3.755300862982239
1,5,mol77,2.4671129710901387
1,5,mol79,0.8496433334052589
1,5,mol80,6.3373876843696415
1,5,mol81,0.8877824728743282
1,5,mol82,0.5772187158108727
1,5,mol83,7.564841961788898
1,5,mol84,6.2116018067576
1,5,mol85,0.6696494730563937
1,5,mol86,1.3414766703152166
1,5,mol87,2.0158673271141416
1,5,mol88,4.040313803441236
1,5,mol89,1.6952855791871762
1,5,mol90,0.8918734938978998
1,5,mol91,5.218063516258295
1,5,mol92,3.915300065460193
1,5,mol93,0.6037553907626831
1,5,mol94,4.046357835380411
1,5,mol95,5.825728740483229
1,5,mol96,1.4795210106345538
1,6,mol0,6.279544125037476
1,6,mol1,4.941402551064492
1,6,mol2,4.949811348195735
1,6,mol3,2.1522867284422333
1,6,mol4,0.7960793629870793
1,6,mol5,4.48915250669735
1,6,mol6,5.246049463035124
1,6,mol7,3.738828250936381
1,6,mol8,6.776249735793547
1,6,mol9,6.736414283960189
1,6,mol10,0.7060482635955675
1,6,mol11,4.121977980247209
1,6,mol12,3.570985865100841
1,6,mol13,2.155961724833576
1,6,mol14,1.381774308535851
1,6,mol15,0.8994498711932051
1,6,mol16,3.491915641592735
1,6,mol17,3.8792352722816763
1,6,mol18,4.748941965848814
1,6,mol19,9.27743665455231
1,6,mol20,3.7289968382206307
1,6,mol21,2.967578958006004
1,6,mol22,4.716751296178335
1,6,mol23,1.23807996216024
1,6,mol24,6.2016195568916554
1,6,mol25,2.431799266952353
1,6,mol26,4.176407604406944
1,6,mol27,3.8186768776632567
1,6,mol28,5.733617301226432
1,6,mol29,0.9077163129920025
1,6,mol30,1.303822932468504
1,6,mol31,1.1933908965427964
1,6,mol32,4.1089565092932245
1,6,mol33,2.362825303148754
1,6,mol34,6.441875972128439
1,6,mol35,4.864600508810829
1,6,mol36,6.835120607191737
1,6,mol37,5.0045719535574005
1,6,mol38,1.6778090594581967
1,6,mol39,4.524173927028006
1,6,mol40,2.131666088365088
1,6,mol41,4.6726084056023
1,6,mol42,0.7900409479727514
1,6,mol43,1.7311806229179745
1,6,mol44,5.531495250541639
1,6,mol45,5.608505536466148
1,6,mol46,1.9924887238669236
1,6,mol47,5.299805336676685
1,6,mol48,3.7515679199629632
1,6,mol49,3.698999635192446
1,6,mol50,1.8365249409241255
1,6,mol51,6.730220360097891
1,6,mol52,3.152781156693246
1,6,mol53,1.7351765006503201
1,6,mol54,2.119447192076274
1,6,mol55,5.203729120515969
1,6,mol56,2.127011311186818
1,6,mol57,1.3182881192099096
1,6,mol58,3.9507794590073337
1,6,mol59,1.1856202058416516
1,6,mol60,3.1714034588949587
1,6,mol61,2.412076534754276
1,6,mol62,1.8983477583359025
1,6,mol63,5.295056601874886
1,6,mol64,1.013578444724981
1,6,mol65,3.7570590593300657
1,6,mol66,4.479571912761307
1,6,mol67,3.567562682147664
1,6,mol68,2.2889166642759196
1,6,mol69,3.7458300957125568
1,6,mol70,6.377952841871979
1,6,mol71,2.257342581380657
1,6,mol72,5.456058174583958
1,6,mol73,1.0656784442609792
1,6,mol74,0.7237727692242837
1,6,mol75,5.933250192790111
1,6,mol76,0.6293934371979726
1,6,mol77,2.7545516524582734
1,6,mol79,2.814004067871971
1,6,mol80,6.325719189309623
1,6,mol81,0.8753753997979543
1,6,mol82,0.4933917713136287
1,6,mol83,1.06479771812599
1,6,mol84,6.258496923611703
1,6,mol85,5.927297770807835
1,6,mol86,2.1428357232881847
1,6,mol87,0.7224089026524929
1,6,mol88,3.0603225006615813
1,6,mol89,1.0096182025894738
1,6,mol90,0.9411091546055395
1,6,mol91,0.6818953393472705
1,6,mol92,3.890600878422919
1,6,mol93,0.8996121195409721
1,6,mol94,1.60148878608139
1,6,mol95,5.83757537161027
1,6,mol96,1.4908143086002603
1,7,mol0,6.279544125037476
1,7,mol1,4.713718823993076
1,7,mol2,0.5641161343467345
1,7,mol3,2.54374241817052
1,7,mol4,2.9803915638575154
1,7,mol5,4.48915250669735
1,7,mol6,5.123961845177356
1,7,mol7,2.358571526982961
1,7,mol8,6.776249735793547
1,7,mol9,2.8753572497542437
1,7,mol10,0.9207797713722978
1,7,mol11,3.4366129658117917
1,7,mol12,3.671852784868969
1,7,mol13,6.42469627797381
1,7,mol14,7.264694117684069
1,7,mol15,1.4049323517147494
1,7,mol16,3.4920917616809564
1,7,mol17,1.5621321091014402
1,7,mol18,4.749019371056162
1,7,mol19,9.846592808200857
1,7,mol20,5.828678191726038
1,7,mol21,2.967578958006004
1,7,mol22,2.8044141066658943
1,7,mol23,1.5696979407309977
1,7,mol24,6.169667652654439
1,7,mol25,6.125402263912958
1,7,mol26,4.083948175524559
1,7,mol27,4.097671519289949
1,7,mol28,1.6033851219313373
1,7,mol29,0.9293704526210894
1,7,mol30,1.2637813155723356
1,7,mol31,3.335810442024839
1,7,mol32,3.6946840083529398
1,7,mol33,3.5140036250977316
1,7,mol34,0.8489848359742863
1,7,mol35,4.864600508810829
1,7,mol36,1.116485959479243
1,7,mol37,2.6686381430110258
1,7,mol38,2.3760566502084917
1,7,mol39,1.7097887895459902
1,7,mol40,5.417289480727424
1,7,mol41,1.4938880679199777
1,7,mol42,2.8253209337031167
1,7,mol43,2.6945853235392883
1,7,mol44,2.1465107529772727
1,7,mol45,5.517327446560647
1,7,mol46,1.9924887238669236
1,7,mol47,0.781921049645543
1,7,mol48,2.5066704250858343
1,7,mol49,3.4474649160372453
1,7,mol50,3.111102745812166
1,7,mol51,3.458911860996585
1,7,mol52,2.036250068631061
1,7,mol53,3.8666364467242538
1,7,mol54,1.9963506417961754
1,7,mol55,5.275089674258684
1,7,mol56,2.127011311186818
1,7,mol57,2.397243010261997
1,7,mol58,1.1385883525539107
1,7,mol59,2.355708689132754
1,7,mol60,3.1674783616969164
1,7,mol61,2.412076534754276
1,7,mol62,7.481640224119166
1,7,mol63,0.9609466652886683
1,7,mol64,1.0166956838755201
1,7,mol65,3.717498059495518
1,7,mol66,4.381843436910999
1,7,mol67,2.7681939497954637
1,7,mol68,2.2889166642759196
1,7,mol69,5.391675558448187
1,7,mol70,5.259015595174226
1,7,mol71,1.3616361559325814
1,7,mol72,5.456058174583958
1,7,mol73,5.612197547780414
1,7,mol74,0.6929280654032782
1,7,mol75,4.816595911748584
1,7,mol76,0.6672928860384887
1,7,mol77,2.653085420502862
1,7,mol79,3.0731086856796983
1,7,mol80,5.310442365135749
1,7,mol81,0.8753753997979543
1,7,mol82,0.8398345523340403
1,7,mol83,1.236148701453536
1,7,mol84,5.709990179125905
1,7,mol85,0.9797823973599804
1,7,mol86,2.1428357232881847
1,7,mol87,6.2404053416340455
1,7,mol88,2.861207393207358
1,7,mol89,1.009303207663584
1,7,mol90,0.8918734938978998
1,7,mol91,3.5508720313797983
1,7,mol92,3.890600878422919
1,7,mol93,0.8996121195409721
1,7,mol94,5.404807671441953
1,7,mol95,5.840917189018721
1,7,mol96,5.376356529286354
1,8,mol0,6.279544125037476
1,8,mol1,4.946098221662539
1,8,mol2,4.9359547516159425
1,8,mol3,2.743648701915719
1,8,mol4,2.996740239863541
1,8,mol5,4.48915250669735
1,8,mol6,5.246049463035124
1,8,mol7,2.3607375175656666
1,8,mol8,1.8335234681230277
1,8,mol9,0.7274497602682165
1,8,mol10,5.004484259457501
1,8,mol11,3.4366217545619673
1,8,mol12,3.2820550508916413
1,8,mol13,1.2596284293393827
1,8,mol14,0.955183170066547
1,8,mol15,0.8897930760339141
1,8,mol16,3.491862318018854
1,8,mol17,2.1062105485580362
1,8,mol18,3.6679243919415785
1,8,mol19,9.875868333247514
1,8,mol20,3.7289968382206307
1,8,mol21,6.499438972095976
1,8,mol22,4.716751296178335
1,8,mol23,7.171115870667587
1,8,mol24,1.4805438872607803
1,8,mol25,2.5100800624183286
1,8,mol26,2.994860238561813
1,8,mol27,4.097671519289949
1,8,mol28,5.85178671316806
1,8,mol29,0.9159442219329231
1,8,mol30,6.524646858171418
1,8,mol31,3.2216076357589682
1,8,mol32,7.239267916643738
1,8,mol33,3.3635170719352687
1,8,mol34,0.8415508135069956
1,8,mol35,4.9216904380900575
1,8,mol36,1.1322563568884412
1,8,mol37,5.00547448550085
1,8,mol38,2.936047979853191
1,8,mol39,4.524173927028006
1,8,mol40,5.439780939733302
1,8,mol41,2.035196981672911
1,8,mol42,2.8253209337031167
1,8,mol43,3.704549057015352
1,8,mol44,2.1465107529772727
1,8,mol45,5.608505536466148
1,8,mol46,1.8389542835106325
1,8,mol47,0.5742531228394926
1,8,mol48,1.7886227958164589
1,8,mol49,3.510567785711725
1,8,mol50,1.2234079318556315
1,8,mol51,2.282326194342288
1,8,mol52,1.1302959289495826
1,8,mol53,4.1144163981663295
1,8,mol54,6.2157155481086805
1,8,mol55,0.909581859815752
1,8,mol56,2.1320269544692283
1,8,mol57,2.4876082499561702
1,8,mol58,6.389125966783608
1,8,mol59,5.901616541277295
1,8,mol60,3.8174816673965952
1,8,mol61,2.2837187676051958
1,8,mol62,1.6542500498317723
1,8,mol63,5.326231051790639
1,8,mol64,1.298173686055401
1,8,mol65,4.0484676191775835
1,8,mol66,4.448947755323724
1,8,mol67,5.708770887300015
1,8,mol68,2.2733110123467806
1,8,mol69,4.322730943981369
1,8,mol70,2.710530858179419
1,8,mol71,2.1224381770568894
1,8,mol72,1.9572517705531225
1,8,mol73,1.9984640546711119
1,8,mol74,3.597634413668483
1,8,mol75,2.954205124654784
1,8,mol76,5.956024641410654
1,8,mol77,2.652065261549035
1,8,mol79,0.8520230478103276
