mol_id,ligand,receptor,score
mol13,rec_9_mol13.sdf,rec_final_9-noH.pdb,23.7265
mol13,rec_16_mol13.sdf,rec_final_16-noH.pdb,23.6221
mol13,rec_5_mol13.sdf,rec_final_5-noH.pdb,23.4314
mol13,rec_4_mol13.sdf,rec_final_4-noH.pdb,22.8871
mol13,rec_6_mol13.sdf,rec_final_6-noH.pdb,22.7371
mol13,rec_15_mol13.sdf,rec_final_15-noH.pdb,21.6434
mol13,rec_11_mol13.sdf,rec_final_11-noH.pdb,21.4604
mol13,rec_1_mol13.sdf,rec_final_1-noH.pdb,21.4174
mol13,rec_12_mol13.sdf,rec_final_12-noH.pdb,21.2431
mol13,rec_19_mol13.sdf,rec_final_19-noH.pdb,20.1879
mol13,rec_7_mol13.sdf,rec_final_7-noH.pdb,19.8343
mol13,rec_18_mol13.sdf,rec_final_18-noH.pdb,19.4861
mol14,rec_6_mol14.sdf,rec_final_6-noH.pdb,22.7082
mol14,rec_20_mol14.sdf,rec_final_20-noH.pdb,22.2829
mol14,rec_14_mol14.sdf,rec_final_14-noH.pdb,22.2641
mol14,rec_13_mol14.sdf,rec_final_13-noH.pdb,21.6499
mol14,rec_12_mol14.sdf,rec_final_12-noH.pdb,21.3261
mol14,rec_5_mol14.sdf,rec_final_5-noH.pdb,21.2562
mol14,rec_16_mol14.sdf,rec_final_16-noH.pdb,21.1400
mol14,rec_15_mol14.sdf,rec_final_15-noH.pdb,20.9661
mol14,rec_4_mol14.sdf,rec_final_4-noH.pdb,20.9319
mol14,rec_11_mol14.sdf,rec_final_11-noH.pdb,20.7770
mol14,rec_19_mol14.sdf,rec_final_19-noH.pdb,20.5484
mol14,rec_2_mol14.sdf,rec_final_2-noH.pdb,20.2055
mol14,rec_18_mol14.sdf,rec_final_18-noH.pdb,19.3823
mol14,rec_7_mol14.sdf,rec_final_7-noH.pdb,19.3789
mol14,rec_1_mol14.sdf,rec_final_1-noH.pdb,18.9286
mol15,rec_14_mol15.sdf,rec_final_14-noH.pdb,23.1918
mol15,rec_16_mol15.sdf,rec_final_16-noH.pdb,22.4573
mol15,rec_18_mol15.sdf,rec_final_18-noH.pdb,21.9127
mol15,rec_4_mol15.sdf,rec_final_4-noH.pdb,21.7832
mol15,rec_5_mol15.sdf,rec_final_5-noH.pdb,21.7307
mol15,rec_2_mol15.sdf,rec_final_2-noH.pdb,21.6782
mol15,rec_9_mol15.sdf,rec_final_9-noH.pdb,21.5504
mol15,rec_12_mol15.sdf,rec_final_12-noH.pdb,21.4509
mol15,rec_11_mol15.sdf,rec_final_11-noH.pdb,21.2083
mol15,rec_20_mol15.sdf,rec_final_20-noH.pdb,20.7661
mol15,rec_19_mol15.sdf,rec_final_19-noH.pdb,20.5524
mol15,rec_15_mol15.sdf,rec_final_15-noH.pdb,19.6307
mol15,rec_1_mol15.sdf,rec_final_1-noH.pdb,19.6161
mol15,rec_6_mol15.sdf,rec_final_6-noH.pdb,18.8731
mol15,rec_7_mol15.sdf,rec_final_7-noH.pdb,16.3642
mol16,rec_11_mol16.sdf,rec_final_11-noH.pdb,14.0866
mol16,rec_13_mol16.sdf,rec_final_13-noH.pdb,14.0192
mol16,rec_5_mol16.sdf,rec_final_5-noH.pdb,13.7198
mol16,rec_20_mol16.sdf,rec_final_20-noH.pdb,13.5310
mol16,rec_2_mol16.sdf,rec_final_2-noH.pdb,13.1571
mol16,rec_16_mol16.sdf,rec_final_16-noH.pdb,12.8493
mol16,rec_14_mol16.sdf,rec_final_14-noH.pdb,12.4988
mol16,rec_12_mol16.sdf,rec_final_12-noH.pdb,12.4721
mol16,rec_15_mol16.sdf,rec_final_15-noH.pdb,12.1279
mol16,rec_9_mol16.sdf,rec_final_9-noH.pdb,11.9761
mol16,rec_18_mol16.sdf,rec_final_18-noH.pdb,11.2964
mol16,rec_4_mol16.sdf,rec_final_4-noH.pdb,11.1613
mol16,rec_7_mol16.sdf,rec_final_7-noH.pdb,11.1413
mol16,rec_19_mol16.sdf,rec_final_19-noH.pdb,11.0340
mol16,rec_6_mol16.sdf,rec_final_6-noH.pdb,10.9333
mol17,rec_20_mol17.sdf,rec_final_20-noH.pdb,22.5105
mol17,rec_1_mol17.sdf,rec_final_1-noH.pdb,22.2453
mol17,rec_4_mol17.sdf,rec_final_4-noH.pdb,21.8492
mol17,rec_6_mol17.sdf,rec_final_6-noH.pdb,21.2451
mol17,rec_12_mol17.sdf,rec_final_12-noH.pdb,20.8925
mol17,rec_19_mol17.sdf,rec_final_19-noH.pdb,20.5810
mol17,rec_2_mol17.sdf,rec_final_2-noH.pdb,20.3175
mol17,rec_16_mol17.sdf,rec_final_16-noH.pdb,20.0859
mol17,rec_11_mol17.sdf,rec_final_11-noH.pdb,19.9436
mol17,rec_5_mol17.sdf,rec_final_5-noH.pdb,19.1922
mol17,rec_9_mol17.sdf,rec_final_9-noH.pdb,18.9221
mol17,rec_13_mol17.sdf,rec_final_13-noH.pdb,18.7869
mol17,rec_18_mol17.sdf,rec_final_18-noH.pdb,18.7849
mol17,rec_15_mol17.sdf,rec_final_15-noH.pdb,18.7182
mol17,rec_7_mol17.sdf,rec_final_7-noH.pdb,18.6511
mol17,rec_14_mol17.sdf,rec_final_14-noH.pdb,18.2266
mol18,rec_14_mol18.sdf,rec_final_14-noH.pdb,14.3817
mol18,rec_19_mol18.sdf,rec_final_19-noH.pdb,14.1296
mol18,rec_20_mol18.sdf,rec_final_20-noH.pdb,13.9386
mol18,rec_9_mol18.sdf,rec_final_9-noH.pdb,13.4006
mol18,rec_16_mol18.sdf,rec_final_16-noH.pdb,12.9379
mol18,rec_12_mol18.sdf,rec_final_12-noH.pdb,12.7807
mol18,rec_2_mol18.sdf,rec_final_2-noH.pdb,12.6708
mol18,rec_7_mol18.sdf,rec_final_7-noH.pdb,12.4193
mol18,rec_5_mol18.sdf,rec_final_5-noH.pdb,12.3678
mol18,rec_13_mol18.sdf,rec_final_13-noH.pdb,12.1404
mol18,rec_15_mol18.sdf,rec_final_15-noH.pdb,12.0835
mol18,rec_4_mol18.sdf,rec_final_4-noH.pdb,11.8584
mol18,rec_6_mol18.sdf,rec_final_6-noH.pdb,11.7911
mol18,rec_11_mol18.sdf,rec_final_11-noH.pdb,11.6654
mol18,rec_18_mol18.sdf,rec_final_18-noH.pdb,11.5117
mol19,rec_16_mol19.sdf,rec_final_16-noH.pdb,25.8674
mol19,rec_20_mol19.sdf,rec_final_20-noH.pdb,22.2013
mol19,rec_13_mol19.sdf,rec_final_13-noH.pdb,17.5444
mol19,rec_19_mol19.sdf,rec_final_19-noH.pdb,16.7755
mol19,rec_1_mol19.sdf,rec_final_1-noH.pdb,16.7366
mol19,rec_4_mol19.sdf,rec_final_4-noH.pdb,16.7040
mol19,rec_14_mol19.sdf,rec_final_14-noH.pdb,16.1498
mol19,rec_18_mol19.sdf,rec_final_18-noH.pdb,15.8369
mol19,rec_2_mol19.sdf,rec_final_2-noH.pdb,15.7979
mol19,rec_9_mol19.sdf,rec_final_9-noH.pdb,15.6254
mol19,rec_5_mol19.sdf,rec_final_5-noH.pdb,15.6018
mol19,rec_6_mol19.sdf,rec_final_6-noH.pdb,14.9671
mol19,rec_12_mol19.sdf,rec_final_12-noH.pdb,14.7605
mol19,rec_15_mol19.sdf,rec_final_15-noH.pdb,14.4941
mol19,rec_11_mol19.sdf,rec_final_11-noH.pdb,14.3447
mol19,rec_7_mol19.sdf,rec_final_7-noH.pdb,11.1397
mol20,rec_13_mol20.sdf,rec_final_13-noH.pdb,20.6937
mol20,rec_4_mol20.sdf,rec_final_4-noH.pdb,20.1302
mol20,rec_20_mol20.sdf,rec_final_20-noH.pdb,19.5270
mol20,rec_18_mol20.sdf,rec_final_18-noH.pdb,18.9301
mol20,rec_9_mol20.sdf,rec_final_9-noH.pdb,18.4946
mol20,rec_12_mol20.sdf,rec_final_12-noH.pdb,17.5543
mol20,rec_5_mol20.sdf,rec_final_5-noH.pdb,17.4511
mol20,rec_11_mol20.sdf,rec_final_11-noH.pdb,17.1502
mol20,rec_16_mol20.sdf,rec_final_16-noH.pdb,16.5893
mol20,rec_15_mol20.sdf,rec_final_15-noH.pdb,16.5651
mol20,rec_14_mol20.sdf,rec_final_14-noH.pdb,16.2671
mol20,rec_19_mol20.sdf,rec_final_19-noH.pdb,16.1905
mol20,rec_2_mol20.sdf,rec_final_2-noH.pdb,15.7233
mol20,rec_7_mol20.sdf,rec_final_7-noH.pdb,15.3808
mol20,rec_6_mol20.sdf,rec_final_6-noH.pdb,15.0829
mol21,rec_16_mol21.sdf,rec_final_16-noH.pdb,23.2916
mol21,rec_4_mol21.sdf,rec_final_4-noH.pdb,22.4611
mol21,rec_5_mol21.sdf,rec_final_5-noH.pdb,21.9909
mol21,rec_19_mol21.sdf,rec_final_19-noH.pdb,21.8732
mol21,rec_12_mol21.sdf,rec_final_12-noH.pdb,21.5883
mol21,rec_1_mol21.sdf,rec_final_1-noH.pdb,21.4653
mol21,rec_18_mol21.sdf,rec_final_18-noH.pdb,20.6804
mol21,rec_15_mol21.sdf,rec_final_15-noH.pdb,20.1749
mol21,rec_2_mol21.sdf,rec_final_2-noH.pdb,20.1346
mol21,rec_6_mol21.sdf,rec_final_6-noH.pdb,19.9578
mol21,rec_11_mol21.sdf,rec_final_11-noH.pdb,19.0963
mol21,rec_14_mol21.sdf,rec_final_14-noH.pdb,18.4824
mol21,rec_7_mol21.sdf,rec_final_7-noH.pdb,16.6131
mol22,rec_14_mol22.sdf,rec_final_14-noH.pdb,24.7046
mol22,rec_2_mol22.sdf,rec_final_2-noH.pdb,22.6321
mol22,rec_16_mol22.sdf,rec_final_16-noH.pdb,22.5352
mol22,rec_4_mol22.sdf,rec_final_4-noH.pdb,22.0816
mol22,rec_12_mol22.sdf,rec_final_12-noH.pdb,21.1339
mol22,rec_15_mol22.sdf,rec_final_15-noH.pdb,20.8228
mol22,rec_7_mol22.sdf,rec_final_7-noH.pdb,20.7543
mol22,rec_1_mol22.sdf,rec_final_1-noH.pdb,20.6971
mol22,rec_9_mol22.sdf,rec_final_9-noH.pdb,19.4508
mol22,rec_6_mol22.sdf,rec_final_6-noH.pdb,18.6546
mol22,rec_18_mol22.sdf,rec_final_18-noH.pdb,18.3074
mol22,rec_5_mol22.sdf,rec_final_5-noH.pdb,18.0068
mol22,rec_19_mol22.sdf,rec_final_19-noH.pdb,15.3317
mol22,rec_20_mol22.sdf,rec_final_20-noH.pdb,15.0676
mol22,rec_11_mol22.sdf,rec_final_11-noH.pdb,12.5944
mol22,rec_13_mol22.sdf,rec_final_13-noH.pdb,12.2982
mol23,rec_16_mol23.sdf,rec_final_16-noH.pdb,23.6611
mol23,rec_14_mol23.sdf,rec_final_14-noH.pdb,23.6213
mol23,rec_4_mol23.sdf,rec_final_4-noH.pdb,22.1465
mol23,rec_2_mol23.sdf,rec_final_2-noH.pdb,21.8870
mol23,rec_12_mol23.sdf,rec_final_12-noH.pdb,21.8065
mol23,rec_18_mol23.sdf,rec_final_18-noH.pdb,21.5293
mol23,rec_15_mol23.sdf,rec_final_15-noH.pdb,21.3779
mol23,rec_11_mol23.sdf,rec_final_11-noH.pdb,21.3693
mol23,rec_6_mol23.sdf,rec_final_6-noH.pdb,21.2366
mol23,rec_5_mol23.sdf,rec_final_5-noH.pdb,20.7923
mol23,rec_20_mol23.sdf,rec_final_20-noH.pdb,20.3451
mol23,rec_19_mol23.sdf,rec_final_19-noH.pdb,20.1503
mol23,rec_9_mol23.sdf,rec_final_9-noH.pdb,18.9151
mol23,rec_13_mol23.sdf,rec_final_13-noH.pdb,18.5243
mol23,rec_7_mol23.sdf,rec_final_7-noH.pdb,16.6804
mol23,rec_1_mol23.sdf,rec_final_1-noH.pdb,16.0195
mol24,rec_9_mol24.sdf,rec_final_9-noH.pdb,25.2450
mol24,rec_20_mol24.sdf,rec_final_20-noH.pdb,23.6115
mol24,rec_19_mol24.sdf,rec_final_19-noH.pdb,23.1987
mol24,rec_16_mol24.sdf,rec_final_16-noH.pdb,22.9316
mol24,rec_13_mol24.sdf,rec_final_13-noH.pdb,22.8418
mol24,rec_18_mol24.sdf,rec_final_18-noH.pdb,22.8411
mol24,rec_1_mol24.sdf,rec_final_1-noH.pdb,22.7853
mol24,rec_4_mol24.sdf,rec_final_4-noH.pdb,22.7337
mol24,rec_12_mol24.sdf,rec_final_12-noH.pdb,21.9468
mol24,rec_14_mol24.sdf,rec_final_14-noH.pdb,21.5996
mol24,rec_6_mol24.sdf,rec_final_6-noH.pdb,21.1473
mol24,rec_2_mol24.sdf,rec_final_2-noH.pdb,20.8992
mol24,rec_5_mol24.sdf,rec_final_5-noH.pdb,20.7911
mol24,rec_15_mol24.sdf,rec_final_15-noH.pdb,19.7308
mol24,rec_7_mol24.sdf,rec_final_7-noH.pdb,19.5928
mol24,rec_11_mol24.sdf,rec_final_11-noH.pdb,18.8993
mol25,rec_14_mol25.sdf,rec_final_14-noH.pdb,31.0340
mol25,rec_5_mol25.sdf,rec_final_5-noH.pdb,30.5169
mol25,rec_2_mol25.sdf,rec_final_2-noH.pdb,30.1461
mol25,rec_4_mol25.sdf,rec_final_4-noH.pdb,29.3952
mol25,rec_20_mol25.sdf,rec_final_20-noH.pdb,28.3777
mol25,rec_12_mol25.sdf,rec_final_12-noH.pdb,27.7784
mol25,rec_19_mol25.sdf,rec_final_19-noH.pdb,27.3752
mol25,rec_16_mol25.sdf,rec_final_16-noH.pdb,26.8090
mol25,rec_15_mol25.sdf,rec_final_15-noH.pdb,25.6367
mol25,rec_1_mol25.sdf,rec_final_1-noH.pdb,25.0507
